Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
240M_1	(12.0, 1.0)	(13.0, 1.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 8.0)	(17.0, 115.0)	(18.0, 2312.0)	(19.0, 15151.0)	(20.0, 50647.0)	(21.0, 89995.0)	(22.0, 104970.0)	(23.0, 112044.0)	(24.0, 134547.0)	(25.0, 157681.0)	(26.0, 182536.0)	(27.0, 204613.0)	(28.0, 243224.0)	(29.0, 284842.0)	(30.0, 340714.0)	(31.0, 405017.0)	(32.0, 539377.0)	(33.0, 716616.0)	(34.0, 934447.0)	(35.0, 1325360.0)	(36.0, 2263647.0)	(37.0, 4267308.0)	(38.0, 10627410.0)	(39.0, 50538995.0)	(40.0, 14977516.0)									
240M_2	(3.0, 1.0)	(4.0, 11.0)	(5.0, 25.0)	(6.0, 26.0)	(7.0, 41.0)	(8.0, 96.0)	(9.0, 101.0)	(10.0, 163.0)	(11.0, 195.0)	(12.0, 257.0)	(13.0, 292.0)	(14.0, 375.0)	(15.0, 497.0)	(16.0, 1408.0)	(17.0, 5962.0)	(18.0, 24717.0)	(19.0, 78974.0)	(20.0, 125053.0)	(21.0, 103167.0)	(22.0, 88396.0)	(23.0, 91075.0)	(24.0, 107918.0)	(25.0, 125345.0)	(26.0, 145642.0)	(27.0, 166786.0)	(28.0, 205874.0)	(29.0, 258461.0)	(30.0, 321372.0)	(31.0, 367110.0)	(32.0, 459177.0)	(33.0, 597439.0)	(34.0, 843490.0)	(35.0, 1258374.0)	(36.0, 2251544.0)	(37.0, 4715917.0)	(38.0, 12940443.0)	(39.0, 52992721.0)	(40.0, 10240651.0)
241M_1	(12.0, 1.0)	(13.0, 0.0)	(14.0, 4.0)	(15.0, 5.0)	(16.0, 9.0)	(17.0, 123.0)	(18.0, 2010.0)	(19.0, 12988.0)	(20.0, 42191.0)	(21.0, 73549.0)	(22.0, 91400.0)	(23.0, 104413.0)	(24.0, 127307.0)	(25.0, 148707.0)	(26.0, 171399.0)	(27.0, 194369.0)	(28.0, 231202.0)	(29.0, 270778.0)	(30.0, 325013.0)	(31.0, 389717.0)	(32.0, 521242.0)	(33.0, 707050.0)	(34.0, 914002.0)	(35.0, 1300549.0)	(36.0, 2250098.0)	(37.0, 4262559.0)	(38.0, 10582851.0)	(39.0, 49818356.0)	(40.0, 14521488.0)									
241M_2	(4.0, 8.0)	(5.0, 15.0)	(6.0, 19.0)	(7.0, 37.0)	(8.0, 77.0)	(9.0, 98.0)	(10.0, 137.0)	(11.0, 173.0)	(12.0, 236.0)	(13.0, 263.0)	(14.0, 333.0)	(15.0, 420.0)	(16.0, 1155.0)	(17.0, 4365.0)	(18.0, 19536.0)	(19.0, 65006.0)	(20.0, 107063.0)	(21.0, 95332.0)	(22.0, 84209.0)	(23.0, 85387.0)	(24.0, 99268.0)	(25.0, 114279.0)	(26.0, 132920.0)	(27.0, 151018.0)	(28.0, 184278.0)	(29.0, 226749.0)	(30.0, 285066.0)	(31.0, 335401.0)	(32.0, 422370.0)	(33.0, 549847.0)	(34.0, 775681.0)	(35.0, 1162961.0)	(36.0, 2100425.0)	(37.0, 4454848.0)	(38.0, 12476008.0)	(39.0, 52851205.0)	(40.0, 10277187.0)	
242M_1	(11.0, 1.0)	(12.0, 0.0)	(13.0, 2.0)	(14.0, 1.0)	(15.0, 1.0)	(16.0, 8.0)	(17.0, 126.0)	(18.0, 2375.0)	(19.0, 15416.0)	(20.0, 46827.0)	(21.0, 79937.0)	(22.0, 98088.0)	(23.0, 111070.0)	(24.0, 134824.0)	(25.0, 157938.0)	(26.0, 181071.0)	(27.0, 202809.0)	(28.0, 238354.0)	(29.0, 276784.0)	(30.0, 329210.0)	(31.0, 387485.0)	(32.0, 506970.0)	(33.0, 678273.0)	(34.0, 889037.0)	(35.0, 1249227.0)	(36.0, 2116534.0)	(37.0, 3935036.0)	(38.0, 9654957.0)	(39.0, 48867906.0)	(40.0, 16633501.0)								
242M_2	(3.0, 3.0)	(4.0, 11.0)	(5.0, 15.0)	(6.0, 29.0)	(7.0, 41.0)	(8.0, 73.0)	(9.0, 98.0)	(10.0, 136.0)	(11.0, 182.0)	(12.0, 255.0)	(13.0, 258.0)	(14.0, 374.0)	(15.0, 478.0)	(16.0, 1115.0)	(17.0, 4511.0)	(18.0, 20495.0)	(19.0, 68462.0)	(20.0, 111138.0)	(21.0, 95229.0)	(22.0, 82562.0)	(23.0, 85042.0)	(24.0, 99616.0)	(25.0, 114767.0)	(26.0, 132566.0)	(27.0, 149043.0)	(28.0, 179447.0)	(29.0, 219365.0)	(30.0, 269786.0)	(31.0, 311540.0)	(32.0, 392678.0)	(33.0, 515744.0)	(34.0, 733200.0)	(35.0, 1093534.0)	(36.0, 1945398.0)	(37.0, 4073424.0)	(38.0, 11483561.0)	(39.0, 52601524.0)	(40.0, 12008068.0)
269M_1	(13.0, 1.0)	(14.0, 1.0)	(15.0, 2.0)	(16.0, 2.0)	(17.0, 142.0)	(18.0, 2273.0)	(19.0, 13812.0)	(20.0, 43894.0)	(21.0, 80487.0)	(22.0, 105996.0)	(23.0, 124132.0)	(24.0, 151814.0)	(25.0, 176281.0)	(26.0, 205146.0)	(27.0, 229949.0)	(28.0, 273458.0)	(29.0, 320855.0)	(30.0, 385007.0)	(31.0, 465197.0)	(32.0, 632823.0)	(33.0, 859467.0)	(34.0, 1082128.0)	(35.0, 1513627.0)	(36.0, 2583588.0)	(37.0, 4817603.0)	(38.0, 11556421.0)	(39.0, 53541654.0)	(40.0, 17841074.0)										
269M_2	(3.0, 1.0)	(4.0, 10.0)	(5.0, 22.0)	(6.0, 23.0)	(7.0, 39.0)	(8.0, 77.0)	(9.0, 95.0)	(10.0, 130.0)	(11.0, 177.0)	(12.0, 225.0)	(13.0, 276.0)	(14.0, 318.0)	(15.0, 517.0)	(16.0, 1310.0)	(17.0, 4876.0)	(18.0, 19935.0)	(19.0, 64690.0)	(20.0, 111945.0)	(21.0, 104190.0)	(22.0, 93071.0)	(23.0, 95126.0)	(24.0, 110810.0)	(25.0, 127097.0)	(26.0, 147351.0)	(27.0, 170640.0)	(28.0, 215349.0)	(29.0, 278096.0)	(30.0, 341301.0)	(31.0, 387298.0)	(32.0, 483070.0)	(33.0, 631791.0)	(34.0, 890877.0)	(35.0, 1320232.0)	(36.0, 2334143.0)	(37.0, 4864307.0)	(38.0, 13287266.0)	(39.0, 57463188.0)	(40.0, 13456965.0)
270M_1	(12.0, 1.0)	(13.0, 3.0)	(14.0, 3.0)	(15.0, 0.0)	(16.0, 6.0)	(17.0, 110.0)	(18.0, 2233.0)	(19.0, 13770.0)	(20.0, 45772.0)	(21.0, 85350.0)	(22.0, 109164.0)	(23.0, 124458.0)	(24.0, 151328.0)	(25.0, 177355.0)	(26.0, 206064.0)	(27.0, 232166.0)	(28.0, 276152.0)	(29.0, 324389.0)	(30.0, 389357.0)	(31.0, 474913.0)	(32.0, 664837.0)	(33.0, 870311.0)	(34.0, 1066146.0)	(35.0, 1502164.0)	(36.0, 2559710.0)	(37.0, 4776182.0)	(38.0, 11555843.0)	(39.0, 55293337.0)	(40.0, 19109517.0)									
270M_2	(4.0, 5.0)	(5.0, 21.0)	(6.0, 19.0)	(7.0, 42.0)	(8.0, 75.0)	(9.0, 124.0)	(10.0, 156.0)	(11.0, 200.0)	(12.0, 259.0)	(13.0, 279.0)	(14.0, 322.0)	(15.0, 529.0)	(16.0, 1268.0)	(17.0, 5019.0)	(18.0, 21433.0)	(19.0, 71480.0)	(20.0, 121786.0)	(21.0, 109813.0)	(22.0, 96083.0)	(23.0, 98208.0)	(24.0, 115481.0)	(25.0, 133314.0)	(26.0, 155728.0)	(27.0, 178739.0)	(28.0, 223279.0)	(29.0, 283608.0)	(30.0, 362880.0)	(31.0, 419650.0)	(32.0, 512617.0)	(33.0, 660727.0)	(34.0, 923977.0)	(35.0, 1366856.0)	(36.0, 2403527.0)	(37.0, 4972768.0)	(38.0, 13539695.0)	(39.0, 59096485.0)	(40.0, 14134189.0)	
271M_1	(11.0, 2.0)	(12.0, 1.0)	(13.0, 0.0)	(14.0, 3.0)	(15.0, 3.0)	(16.0, 9.0)	(17.0, 139.0)	(18.0, 3136.0)	(19.0, 19383.0)	(20.0, 61188.0)	(21.0, 102339.0)	(22.0, 113391.0)	(23.0, 118760.0)	(24.0, 141239.0)	(25.0, 163585.0)	(26.0, 189064.0)	(27.0, 213952.0)	(28.0, 253828.0)	(29.0, 298207.0)	(30.0, 357392.0)	(31.0, 427993.0)	(32.0, 577626.0)	(33.0, 791089.0)	(34.0, 1029713.0)	(35.0, 1432853.0)	(36.0, 2435733.0)	(37.0, 4577902.0)	(38.0, 11241570.0)	(39.0, 51463233.0)	(40.0, 15563253.0)								
271M_2	(3.0, 5.0)	(4.0, 5.0)	(5.0, 22.0)	(6.0, 23.0)	(7.0, 54.0)	(8.0, 86.0)	(9.0, 93.0)	(10.0, 142.0)	(11.0, 203.0)	(12.0, 264.0)	(13.0, 299.0)	(14.0, 362.0)	(15.0, 567.0)	(16.0, 1391.0)	(17.0, 5609.0)	(18.0, 27248.0)	(19.0, 92301.0)	(20.0, 145342.0)	(21.0, 119818.0)	(22.0, 102049.0)	(23.0, 103477.0)	(24.0, 120710.0)	(25.0, 138303.0)	(26.0, 159320.0)	(27.0, 181418.0)	(28.0, 221900.0)	(29.0, 274065.0)	(30.0, 349411.0)	(31.0, 420941.0)	(32.0, 527876.0)	(33.0, 675220.0)	(34.0, 946510.0)	(35.0, 1409251.0)	(36.0, 2511143.0)	(37.0, 5197390.0)	(38.0, 13853205.0)	(39.0, 53429872.0)	(40.0, 10560691.0)
272M_1	(15.0, 2.0)	(16.0, 4.0)	(17.0, 89.0)	(18.0, 1901.0)	(19.0, 11664.0)	(20.0, 39393.0)	(21.0, 73249.0)	(22.0, 95721.0)	(23.0, 111146.0)	(24.0, 136586.0)	(25.0, 159772.0)	(26.0, 186471.0)	(27.0, 210528.0)	(28.0, 251436.0)	(29.0, 295987.0)	(30.0, 356523.0)	(31.0, 427950.0)	(32.0, 570709.0)	(33.0, 769714.0)	(34.0, 1047130.0)	(35.0, 1489608.0)	(36.0, 2567324.0)	(37.0, 4868922.0)	(38.0, 11999624.0)	(39.0, 51528129.0)	(40.0, 13222302.0)												
272M_2	(3.0, 1.0)	(4.0, 7.0)	(5.0, 17.0)	(6.0, 29.0)	(7.0, 63.0)	(8.0, 92.0)	(9.0, 106.0)	(10.0, 186.0)	(11.0, 187.0)	(12.0, 287.0)	(13.0, 331.0)	(14.0, 384.0)	(15.0, 516.0)	(16.0, 1242.0)	(17.0, 4844.0)	(18.0, 19917.0)	(19.0, 64646.0)	(20.0, 108131.0)	(21.0, 101411.0)	(22.0, 93055.0)	(23.0, 95933.0)	(24.0, 112041.0)	(25.0, 128865.0)	(26.0, 148902.0)	(27.0, 171741.0)	(28.0, 210722.0)	(29.0, 261606.0)	(30.0, 333725.0)	(31.0, 401282.0)	(32.0, 504719.0)	(33.0, 652769.0)	(34.0, 915153.0)	(35.0, 1367534.0)	(36.0, 2450296.0)	(37.0, 5136594.0)	(38.0, 13839235.0)	(39.0, 53466127.0)	(40.0, 9829188.0)
69M_1	(14.0, 1.0)	(15.0, 2.0)	(16.0, 8.0)	(17.0, 81.0)	(18.0, 1689.0)	(19.0, 11447.0)	(20.0, 39047.0)	(21.0, 74201.0)	(22.0, 97835.0)	(23.0, 116153.0)	(24.0, 142047.0)	(25.0, 165980.0)	(26.0, 194148.0)	(27.0, 216943.0)	(28.0, 259329.0)	(29.0, 303838.0)	(30.0, 365882.0)	(31.0, 443179.0)	(32.0, 598704.0)	(33.0, 786533.0)	(34.0, 1030687.0)	(35.0, 1461004.0)	(36.0, 2501634.0)	(37.0, 4713249.0)	(38.0, 11662903.0)	(39.0, 53662542.0)	(40.0, 15420036.0)											
69M_2	(3.0, 2.0)	(4.0, 5.0)	(5.0, 19.0)	(6.0, 23.0)	(7.0, 50.0)	(8.0, 87.0)	(9.0, 117.0)	(10.0, 159.0)	(11.0, 210.0)	(12.0, 288.0)	(13.0, 326.0)	(14.0, 368.0)	(15.0, 489.0)	(16.0, 1298.0)	(17.0, 4967.0)	(18.0, 20228.0)	(19.0, 65050.0)	(20.0, 107798.0)	(21.0, 97620.0)	(22.0, 88113.0)	(23.0, 91311.0)	(24.0, 106304.0)	(25.0, 123264.0)	(26.0, 144158.0)	(27.0, 166084.0)	(28.0, 205306.0)	(29.0, 259143.0)	(30.0, 324382.0)	(31.0, 374039.0)	(32.0, 463940.0)	(33.0, 601301.0)	(34.0, 845745.0)	(35.0, 1256253.0)	(36.0, 2236486.0)	(37.0, 4696313.0)	(38.0, 13007233.0)	(39.0, 57152555.0)	(40.0, 11828068.0)
70M_1	(13.0, 1.0)	(14.0, 0.0)	(15.0, 2.0)	(16.0, 6.0)	(17.0, 139.0)	(18.0, 2544.0)	(19.0, 17654.0)	(20.0, 61452.0)	(21.0, 108751.0)	(22.0, 120069.0)	(23.0, 122733.0)	(24.0, 145946.0)	(25.0, 169581.0)	(26.0, 196227.0)	(27.0, 220669.0)	(28.0, 262021.0)	(29.0, 307099.0)	(30.0, 364419.0)	(31.0, 441475.0)	(32.0, 597457.0)	(33.0, 768272.0)	(34.0, 981215.0)	(35.0, 1407931.0)	(36.0, 2417193.0)	(37.0, 4587205.0)	(38.0, 11462047.0)	(39.0, 53949869.0)	(40.0, 15674105.0)										
70M_2	(3.0, 1.0)	(4.0, 10.0)	(5.0, 38.0)	(6.0, 41.0)	(7.0, 54.0)	(8.0, 93.0)	(9.0, 150.0)	(10.0, 167.0)	(11.0, 226.0)	(12.0, 284.0)	(13.0, 301.0)	(14.0, 460.0)	(15.0, 549.0)	(16.0, 1516.0)	(17.0, 6180.0)	(18.0, 28209.0)	(19.0, 94896.0)	(20.0, 149128.0)	(21.0, 117352.0)	(22.0, 97319.0)	(23.0, 98502.0)	(24.0, 115412.0)	(25.0, 132737.0)	(26.0, 153764.0)	(27.0, 176040.0)	(28.0, 215244.0)	(29.0, 267195.0)	(30.0, 336719.0)	(31.0, 398730.0)	(32.0, 495787.0)	(33.0, 638467.0)	(34.0, 895080.0)	(35.0, 1340536.0)	(36.0, 2413234.0)	(37.0, 5125694.0)	(38.0, 14140352.0)	(39.0, 56371694.0)	(40.0, 10573921.0)
71M_1	(13.0, 1.0)	(14.0, 1.0)	(15.0, 3.0)	(16.0, 4.0)	(17.0, 96.0)	(18.0, 1734.0)	(19.0, 11198.0)	(20.0, 37542.0)	(21.0, 71335.0)	(22.0, 95081.0)	(23.0, 113260.0)	(24.0, 138363.0)	(25.0, 163259.0)	(26.0, 190119.0)	(27.0, 211299.0)	(28.0, 251013.0)	(29.0, 293218.0)	(30.0, 347645.0)	(31.0, 412483.0)	(32.0, 544570.0)	(33.0, 730592.0)	(34.0, 939064.0)	(35.0, 1319560.0)	(36.0, 2255149.0)	(37.0, 4240687.0)	(38.0, 10493115.0)	(39.0, 51175165.0)	(40.0, 16794725.0)										
71M_2	(3.0, 1.0)	(4.0, 10.0)	(5.0, 25.0)	(6.0, 34.0)	(7.0, 37.0)	(8.0, 77.0)	(9.0, 129.0)	(10.0, 146.0)	(11.0, 211.0)	(12.0, 267.0)	(13.0, 297.0)	(14.0, 369.0)	(15.0, 509.0)	(16.0, 1287.0)	(17.0, 5140.0)	(18.0, 20078.0)	(19.0, 62499.0)	(20.0, 103726.0)	(21.0, 95992.0)	(22.0, 86683.0)	(23.0, 91526.0)	(24.0, 108310.0)	(25.0, 125655.0)	(26.0, 146737.0)	(27.0, 170187.0)	(28.0, 212231.0)	(29.0, 267722.0)	(30.0, 316005.0)	(31.0, 353454.0)	(32.0, 447419.0)	(33.0, 575316.0)	(34.0, 801600.0)	(35.0, 1178688.0)	(36.0, 2094485.0)	(37.0, 4375167.0)	(38.0, 12023271.0)	(39.0, 54404934.0)	(40.0, 12760057.0)
72M_1	(12.0, 1.0)	(13.0, 1.0)	(14.0, 0.0)	(15.0, 6.0)	(16.0, 4.0)	(17.0, 114.0)	(18.0, 2037.0)	(19.0, 14724.0)	(20.0, 51529.0)	(21.0, 94169.0)	(22.0, 110511.0)	(23.0, 117576.0)	(24.0, 140930.0)	(25.0, 164562.0)	(26.0, 191258.0)	(27.0, 214666.0)	(28.0, 254739.0)	(29.0, 296200.0)	(30.0, 350955.0)	(31.0, 413155.0)	(32.0, 545276.0)	(33.0, 731267.0)	(34.0, 952740.0)	(35.0, 1335928.0)	(36.0, 2279650.0)	(37.0, 4301172.0)	(38.0, 10724672.0)	(39.0, 51944486.0)	(40.0, 17044623.0)									
72M_2	(3.0, 1.0)	(4.0, 12.0)	(5.0, 27.0)	(6.0, 40.0)	(7.0, 48.0)	(8.0, 102.0)	(9.0, 140.0)	(10.0, 163.0)	(11.0, 193.0)	(12.0, 285.0)	(13.0, 313.0)	(14.0, 390.0)	(15.0, 539.0)	(16.0, 1396.0)	(17.0, 5406.0)	(18.0, 24563.0)	(19.0, 84666.0)	(20.0, 134603.0)	(21.0, 110563.0)	(22.0, 94410.0)	(23.0, 97636.0)	(24.0, 114743.0)	(25.0, 132634.0)	(26.0, 153000.0)	(27.0, 173787.0)	(28.0, 215615.0)	(29.0, 266873.0)	(30.0, 331966.0)	(31.0, 386282.0)	(32.0, 475505.0)	(33.0, 610081.0)	(34.0, 854755.0)	(35.0, 1267995.0)	(36.0, 2265388.0)	(37.0, 4750829.0)	(38.0, 13053666.0)	(39.0, 55210507.0)	(40.0, 11457829.0)
78M_1	(17.0, 65.0)	(18.0, 1452.0)	(19.0, 11440.0)	(20.0, 41986.0)	(21.0, 80778.0)	(22.0, 106209.0)	(23.0, 123147.0)	(24.0, 151575.0)	(25.0, 178224.0)	(26.0, 208921.0)	(27.0, 234444.0)	(28.0, 278987.0)	(29.0, 327036.0)	(30.0, 390801.0)	(31.0, 470632.0)	(32.0, 622793.0)	(33.0, 819739.0)	(34.0, 1081960.0)	(35.0, 1553816.0)	(36.0, 2688403.0)	(37.0, 5138283.0)	(38.0, 12820098.0)	(39.0, 55867853.0)	(40.0, 14872228.0)														
78M_2	(4.0, 12.0)	(5.0, 26.0)	(6.0, 33.0)	(7.0, 53.0)	(8.0, 104.0)	(9.0, 161.0)	(10.0, 180.0)	(11.0, 250.0)	(12.0, 311.0)	(13.0, 409.0)	(14.0, 440.0)	(15.0, 620.0)	(16.0, 1553.0)	(17.0, 5668.0)	(18.0, 22403.0)	(19.0, 72820.0)	(20.0, 120574.0)	(21.0, 108072.0)	(22.0, 98243.0)	(23.0, 102623.0)	(24.0, 122460.0)	(25.0, 143097.0)	(26.0, 167456.0)	(27.0, 195069.0)	(28.0, 245142.0)	(29.0, 307509.0)	(30.0, 367047.0)	(31.0, 408772.0)	(32.0, 510030.0)	(33.0, 664947.0)	(34.0, 938184.0)	(35.0, 1400580.0)	(36.0, 2510839.0)	(37.0, 5228788.0)	(38.0, 14181514.0)	(39.0, 59306355.0)	(40.0, 10838526.0)	
