Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
80M_R1	(1, 0.08536641033912401)	(2, 1.0889267215909689e-06)	(3, 0.059122187422060074)	(4, 0.3220304772295404)	(5, 0.08152576579207267)	(6, 0.0)	(7, 0.163041731243651)	(8, 0.30301128311023257)	(9, 0.06109314478813972)	(10, 0.19856252090194845)	(12, 0.027861279098626533)	(14, 0.19493203921216415)	(16, 0.2832195655268709)	(18, 0.015378049432571646)	(20, 0.1386617107800917)	(22, 0.15130532207027686)	(24, 3.8121170656930316e-06)	(26, 0.16366817924667554)	(28, 0.2135517641425329)	(30, 0.14207780477721585)	(32, 0.03358511502385784)	(34, 0.043149621097343493)	(36, 0.04663752605771257)	(38, 0.06258452741283152)	(40, 0.03511193292133342)	(42, 0.03333021811014214)	(44, 3.869160849092689e-05)	(46, 0.00023380648899662518)	(48, 0.016126623806086416)	(50, 0.044840808968336233)	(52, 0.029846754889738317)	(54, 0.14641339534995734)	(56, 0.01752996512902266)	(58, 1.582263494055949e-05)	(60, 6.0032348813182025e-06)	(62, 0.05088516128451847)	(64, 0.09760400099082718)	(66, 0.00010924493929100319)	(68, 0.0007961107090457579)	(70, 0.11121035442529734)	(72, 6.0696820165224726e-05)	(74, 0.015064406121333924)	(76, 0.027103339919198454)	(78, 2.9572326492876345e-05)	(80, 2.1919100905660536e-06)	(82, 0.0004765271133892482)	(84, 0.016900765167380302)	(86, 0.030915730665634744)	(88, 0.050565668188220614)	(90, 2.752391280296713e-06)	(92, 0.00038804029174478613)	(94, 0.00025668238928181777)	(96, 0.10235181423221466)	(98, 0.0)	(100, 0.0)	(102, 0.03104681971931142)	(104, 0.0)	(106, 0.0810603521011683)	(108, 0.0)	(110, 0.06607161776459812)	(112, 0.017613362794258545)	(114, 0.05048121296439572)	(116, 0.07682946373925947)	(118, 0.061391965658846935)	(120, 5.204483882609743e-06)	(122, 0.06275948043584417)	(124, 0.00012666961474556765)	(126, 0.03412184210498786)	(128, 0.03351237110851126)	(130, 0.0)
80M_R2	(1, 0.0)	(2, 5.1179555914775536e-05)	(3, 0.06847715688724808)	(4, 1.0889267215909689e-06)	(5, 0.0)	(6, 0.00010562589199432399)	(7, 0.0002700538269545603)	(8, 0.0)	(9, 0.0982930594511304)	(10, 0.07055591799876525)	(12, 9.310323469602785e-05)	(14, 1.2522657298296142e-05)	(16, 0.15248839792135213)	(18, 0.0018413750862103285)	(20, 3.920136197727488e-05)	(22, 0.0003130664324574036)	(24, 0.00022867461153410347)	(26, 0.0630374234495404)	(28, 0.015338621800330389)	(30, 0.01763407932944415)	(32, 0.08748927298286562)	(34, 0.01673244800396683)	(36, 0.050161953893448775)	(38, 0.04803037983593446)	(40, 0.04986794367861922)	(42, 0.00024337512227558158)	(44, 0.03339520469775184)	(46, 0.00027767631400569707)	(48, 2.776763140056971e-05)	(50, 0.05126394773569884)	(52, 0.13295984281330356)	(54, 0.00011329333069287249)	(56, 0.00014600772891913032)	(58, 0.00024467637742705547)	(60, 0.0003880941585980465)	(62, 0.00026443311950998677)	(64, 0.09817944109523404)	(66, 0.0016290121632599045)	(68, 0.05317687341802526)	(70, 0.051654281341945454)	(72, 0.13246802680274275)	(74, 0.09472563765837506)	(76, 0.15052935175036442)	(78, 0.06331593321576631)	(80, 0.00014393834578828738)	(82, 3.176528477728414e-05)	(84, 6.851374272494359e-05)	(86, 0.04928354610593002)	(88, 2.031874241877517e-05)	(90, 0.03054316126111814)	(92, 0.00014753245013399057)	(94, 0.015468972762903804)	(96, 0.01618489941871091)	(98, 0.08170833445205024)	(100, 0.050232787087164325)	(102, 0.03281354325924159)	(104, 0.00038282396051369784)	(106, 0.00016488037688323012)	(108, 0.09792853643967364)	(110, 0.03269632806697946)	(112, 0.07997598623323454)	(114, 0.014230046074196388)	(116, 0.15175455441450003)	(118, 0.02896848086376589)	(120, 0.0003089164982479902)	(122, 0.06290080101293208)	(124, 0.00048825083494405375)	(126, 0.0006164918265366151)	(128, 0.04128162312230564)	(130, 0.018981430390982004)
81M_R1	(1, 0.08826656298693802)	(2, 0.0)	(3, 0.06050783618249259)	(4, 0.3289950598306647)	(5, 0.08504867236374752)	(6, 0.0)	(7, 0.16668828134406694)	(8, 0.3132216495437756)	(9, 0.06199964673926016)	(10, 0.20627319820668016)	(12, 0.028959358041429104)	(14, 0.19850252277320643)	(16, 0.287629318596272)	(18, 0.016233321040369442)	(20, 0.14109282164677944)	(22, 0.15746888491791522)	(24, 4.973787531800049e-06)	(26, 0.1696422677590446)	(28, 0.22157604917321574)	(30, 0.1455827460283407)	(32, 0.03489135005391184)	(34, 0.04405707026591097)	(36, 0.0474841126715683)	(38, 0.06355260083591151)	(40, 0.03676559683617816)	(42, 0.03364702237565141)	(44, 3.815672873007903e-05)	(46, 0.0001587238224182832)	(48, 0.01691703305903857)	(50, 0.04518881576892692)	(52, 0.03033182537842429)	(54, 0.1496041453076503)	(56, 0.017665011884293803)	(58, 1.4948052776126617e-05)	(60, 1.4951685373080183e-05)	(62, 0.05131175605196062)	(64, 0.10214436626866431)	(66, 7.038557049250668e-05)	(68, 0.0007717068625135979)	(70, 0.11293353288079654)	(72, 6.823731546944769e-05)	(74, 0.015873540039188512)	(76, 0.02776123496729376)	(78, 2.4443112294824375e-05)	(80, 3.3350338485647505e-06)	(82, 0.00043216120313678953)	(84, 0.018135930973346523)	(86, 0.03151556547913399)	(88, 0.05270647789057673)	(90, 1.1162452439022647e-06)	(92, 0.0002827410251572683)	(94, 0.00025737733812904157)	(96, 0.10472344024816868)	(98, 0.0)	(100, 0.0)	(102, 0.032400757976313276)	(104, 0.0)	(106, 0.084186609487499)	(108, 0.0)	(110, 0.06804428532845509)	(112, 0.01744441650255192)	(114, 0.052312297687873564)	(116, 0.07772011512250557)	(118, 0.06459646130434243)	(120, 7.584980885994032e-06)	(122, 0.06615300712529483)	(124, 0.0001300197892483232)	(126, 0.03601368792778309)	(128, 0.03432413279978307)	(130, 0.0)
81M_R2	(1, 0.0)	(2, 6.0777467127567616e-05)	(3, 0.07244784586091746)	(4, 0.0)	(5, 0.0)	(6, 0.0001381306071081082)	(7, 0.0003027822907809732)	(8, 0.0)	(9, 0.10287857112926213)	(10, 0.07081735217461335)	(12, 0.00010166412683156764)	(14, 8.287836426486494e-06)	(16, 0.15791643527027366)	(18, 0.0018249815811123256)	(20, 5.3042153129513564e-05)	(22, 0.0003027822907809732)	(24, 0.00023537455451221642)	(26, 0.06399093757133065)	(28, 0.015350178106709852)	(30, 0.017795089852523364)	(32, 0.0879018981841726)	(34, 0.017477389456174715)	(36, 0.054491419459291826)	(38, 0.050451375462593887)	(40, 0.051261373342675824)	(42, 0.00020388077609156773)	(44, 0.03556697376305257)	(46, 0.00028510157307113537)	(48, 3.2046300849081105e-05)	(50, 0.05481188246778264)	(52, 0.13538035861175704)	(54, 0.00010557158284491184)	(56, 0.0001365549162782914)	(58, 0.00026819678109891537)	(60, 0.00041926261948957005)	(62, 0.0002511788781888777)	(64, 0.10178869653655674)	(66, 0.001707750739381339)	(68, 0.05467359631538412)	(70, 0.05267215059327348)	(72, 0.13847820276032466)	(74, 0.0998756998800659)	(76, 0.15546397944096713)	(78, 0.06517308838013335)	(80, 0.00012602581893728467)	(82, 4.499802533665481e-05)	(84, 5.05893973329014e-05)	(86, 0.05095827086786258)	(88, 2.0604508662993034e-05)	(90, 0.03191639476587849)	(92, 0.0001596176391823398)	(94, 0.016107421856608517)	(96, 0.01681705387614203)	(98, 0.08325045652531256)	(100, 0.05189381562946399)	(102, 0.03500669957937361)	(104, 0.0003526478046960398)	(106, 0.00014143786480149122)	(108, 0.10196838506240191)	(110, 0.03291115448148486)	(112, 0.08063932766928408)	(114, 0.014820380704727468)	(116, 0.15385971393335626)	(118, 0.029314476638289916)	(120, 0.00026043937742706774)	(122, 0.06642103883503568)	(124, 0.00048561011833999956)	(126, 0.0005847354351153346)	(128, 0.042425228819907304)	(130, 0.019143861105993747)
92M_R1	(1, 0.08639486973257297)	(2, 0.0)	(3, 0.059846085086747575)	(4, 0.32541843696031986)	(5, 0.08357802255529706)	(6, 0.0)	(7, 0.16299144489926776)	(8, 0.30807315876486324)	(9, 0.06019927438666755)	(10, 0.2004685131901632)	(12, 0.028016253684910095)	(14, 0.193972971939641)	(16, 0.28046465676792065)	(18, 0.015850849567669013)	(20, 0.13736866228124825)	(22, 0.1536599427384611)	(24, 1.571256155091218e-05)	(26, 0.16586198058429225)	(28, 0.21618836436250194)	(30, 0.1416732266961344)	(32, 0.03349685687672762)	(34, 0.04300364479315658)	(36, 0.046821432418009054)	(38, 0.06286547992765533)	(40, 0.035708162673279774)	(42, 0.03314626597742802)	(44, 4.716760868242474e-05)	(46, 0.0001919411658034691)	(48, 0.016641986476002752)	(50, 0.0443254476070015)	(52, 0.0295286745348831)	(54, 0.14629760500971506)	(56, 0.01704888092910269)	(58, 1.5197627368126184e-05)	(60, 7.6006755762763e-06)	(62, 0.05045297410770877)	(64, 0.10009238164402064)	(66, 8.422191437693725e-05)	(68, 0.0007772787823139726)	(70, 0.11102882081769892)	(72, 7.996412428602984e-05)	(74, 0.015196877193030768)	(76, 0.02712116162926214)	(78, 2.124797855449152e-05)	(80, 5.451819188105055e-06)	(82, 0.0004697587588539296)	(84, 0.017493092467329132)	(86, 0.031071245437685052)	(88, 0.051076043887029424)	(90, 5.478633111718972e-07)	(92, 0.00033741636579871125)	(94, 0.0002577257483161895)	(96, 0.10205443629202696)	(98, 0.0)	(100, 0.0)	(102, 0.031643395688874636)	(104, 0.0)	(106, 0.08225742111415753)	(108, 0.0)	(110, 0.06637573317677117)	(112, 0.017230034414484337)	(114, 0.05071427040731101)	(116, 0.0772113356275074)	(118, 0.06314902083081768)	(120, 5.205322891471036e-06)	(122, 0.06520565997202817)	(124, 0.00014396778083332253)	(126, 0.0351726718803841)	(128, 0.03328729238537762)	(130, 0.0)
92M_R2	(1, 0.0)	(2, 7.258798495287908e-05)	(3, 0.07103980240813781)	(4, 1.0834027604907325e-06)	(5, 0.0)	(6, 0.0001668440251155728)	(7, 0.00031960381434476605)	(8, 0.0)	(9, 0.10090596630658584)	(10, 0.06932802604656246)	(12, 9.47977415429391e-05)	(14, 8.125520703680493e-06)	(16, 0.15370668324186218)	(18, 0.001814699623821977)	(20, 5.4711839404781996e-05)	(22, 0.00030985318950034946)	(24, 0.00022426437142158162)	(26, 0.06232924421379233)	(28, 0.014978043163784377)	(30, 0.01730085868227651)	(32, 0.08660125795844645)	(34, 0.017230979204224853)	(36, 0.05347459345230157)	(38, 0.04892267675409976)	(40, 0.05015883930381969)	(42, 0.00022263926728084552)	(44, 0.034552964240330934)	(46, 0.0002605583638980212)	(48, 2.979357591349514e-05)	(50, 0.052896056378199524)	(52, 0.13195450422633553)	(54, 0.00011054658354726851)	(56, 0.00016151933542273228)	(58, 0.00025100897611893556)	(60, 0.00045875906983898094)	(62, 0.00028151104606765546)	(64, 0.09910721094875852)	(66, 0.0016195007163956937)	(68, 0.053044102118347)	(70, 0.05116708514409676)	(72, 0.13522873135669453)	(74, 0.0980394725542802)	(76, 0.15207702426684874)	(78, 0.0640138815681645)	(80, 0.00013831161487032825)	(82, 5.50396274691315e-05)	(84, 5.5631798693260315e-05)	(86, 0.04994291248097742)	(88, 2.4047020012667862e-05)	(90, 0.03113690014325754)	(92, 0.00015233828471847868)	(94, 0.015875557669784053)	(96, 0.0164691036772386)	(98, 0.08085134391951103)	(100, 0.05089587131700101)	(102, 0.0340653062044817)	(104, 0.0003526106834107024)	(106, 0.00017047227829392191)	(108, 0.1005711462861871)	(110, 0.03222337063328987)	(112, 0.07892482312865398)	(114, 0.014465493713027648)	(116, 0.15094701310712358)	(118, 0.0287859791536524)	(120, 0.0002766361722932818)	(122, 0.06570425867491367)	(124, 0.0005015845466482633)	(126, 0.0005947729682633819)	(128, 0.04155775499049813)	(130, 0.01875887401504372)
93M_R1	(1, 0.09052260530578626)	(2, 0.0)	(3, 0.061901439087322006)	(4, 0.34055219337366727)	(5, 0.08656291278314597)	(6, 0.0)	(7, 0.16848974038405334)	(8, 0.3179867695403262)	(9, 0.06438008382533134)	(10, 0.20883486332549012)	(12, 0.029577653407280337)	(14, 0.2058738640166165)	(16, 0.29695936904764736)	(18, 0.016343515859736497)	(20, 0.14552389443501576)	(22, 0.15933891168919723)	(24, 6.030973611102142e-06)	(26, 0.1717059158192941)	(28, 0.22517794631016722)	(30, 0.14931100786567184)	(32, 0.03524198316038312)	(34, 0.04445547394453089)	(36, 0.049254667329757945)	(38, 0.06620516006957079)	(40, 0.03689352544137008)	(42, 0.035285493171315914)	(44, 4.169899184402286e-05)	(46, 0.00017559269737407978)	(48, 0.016913630272619128)	(50, 0.047263899945297505)	(52, 0.03116293888944719)	(54, 0.1544767773337856)	(56, 0.018548780865984802)	(58, 1.5383184832948915e-05)	(60, 9.89197681050255e-06)	(62, 0.05361055729764091)	(64, 0.10299426941644613)	(66, 8.416123741882326e-05)	(68, 0.0007137025519317931)	(70, 0.11668350580020195)	(72, 6.663728751654504e-05)	(74, 0.015957577637731053)	(76, 0.02866507846468477)	(78, 2.8683026505207042e-05)	(80, 4.967635825002135e-06)	(82, 0.00037340080059783013)	(84, 0.017833642876776506)	(86, 0.03228136338718913)	(88, 0.0530191581700312)	(90, 5.545762355431681e-07)	(92, 0.00029153885117533056)	(94, 0.0002747338933904248)	(96, 0.10762166144448046)	(98, 0.0)	(100, 0.0)	(102, 0.03217625124555356)	(104, 0.0)	(106, 0.08473493947944094)	(108, 0.0)	(110, 0.06942132392177441)	(112, 0.018286975468567973)	(114, 0.05277708070446725)	(116, 0.08098864732914768)	(118, 0.06411791007283614)	(120, 4.073667884123051e-06)	(122, 0.06631227455775529)	(124, 0.00015217265929873389)	(126, 0.035621153725212455)	(128, 0.03569301683923832)	(130, 0.0)
93M_R2	(1, 1.096260388327879e-06)	(2, 7.235318562964e-05)	(3, 0.07138080266519317)	(4, 1.096260388327879e-06)	(5, 0.0)	(6, 0.0001348400277643291)	(7, 0.0003650547093131837)	(8, 0.0)	(9, 0.10409540517367373)	(10, 0.07428205578290291)	(12, 9.975969533783697e-05)	(14, 9.31821330078697e-06)	(16, 0.1599389093550959)	(18, 0.0018795384357881482)	(20, 5.5361149610557884e-05)	(22, 0.00029708656523685516)	(24, 0.00021212638514144457)	(26, 0.06652875418645399)	(28, 0.015999920367645394)	(30, 0.01814639820799138)	(32, 0.09280611569467324)	(34, 0.017616356310234848)	(36, 0.053065580357399306)	(38, 0.0507278050792901)	(40, 0.0520608577114968)	(42, 0.00019787500009318213)	(44, 0.03485888782804989)	(46, 0.0002735169668878058)	(48, 3.124342106734455e-05)	(50, 0.05369483382029951)	(52, 0.14039117087557748)	(54, 9.212603949909428e-05)	(56, 0.00015029179590984057)	(58, 0.0002611608459144645)	(60, 0.0004478300247969412)	(62, 0.0003134635246349255)	(64, 0.1034319789475882)	(66, 0.0017386234765861116)	(68, 0.05615601139001515)	(70, 0.0543093580349225)	(72, 0.139173343940327)	(74, 0.09997956379067742)	(76, 0.15853137515307103)	(78, 0.0662515987543666)	(80, 0.00013890352260160124)	(82, 4.5783697897979416e-05)	(84, 5.4654671442145274e-05)	(86, 0.051458908546078375)	(88, 2.8764144387707476e-05)	(90, 0.0320305882730964)	(92, 0.00016081655950072956)	(94, 0.016390482892460555)	(96, 0.017126665641525554)	(98, 0.08411150947306886)	(100, 0.05292166012566349)	(102, 0.03444302517767114)	(104, 0.0003222063885162949)	(106, 0.00015763726422419588)	(108, 0.1025928750252856)	(110, 0.0343609372488592)	(112, 0.08404552356379477)	(114, 0.015158358099437046)	(116, 0.16033583787119185)	(118, 0.031088593509029316)	(120, 0.0002387991768993276)	(122, 0.06655881150524234)	(124, 0.0005363540731935263)	(126, 0.0006019946913201938)	(128, 0.04361413964166515)	(130, 0.019768398160940403)
94M_R1	(1, 0.09253564252923875)	(2, 0.0)	(3, 0.06302677347176783)	(4, 0.3451175601765883)	(5, 0.0889432676658418)	(6, 0.0)	(7, 0.17263174855034139)	(8, 0.3224983944558943)	(9, 0.06499163437732908)	(10, 0.21094177739604345)	(12, 0.029672783718591476)	(14, 0.20663293683645823)	(16, 0.30075926996931374)	(18, 0.01653255840762298)	(20, 0.1466638367953141)	(22, 0.16025455661288496)	(24, 3.7024143819715437e-06)	(26, 0.17420383994688174)	(28, 0.22706283518189574)	(30, 0.15126252550045582)	(32, 0.03561142963994454)	(34, 0.046096810031222055)	(36, 0.04970964888450988)	(38, 0.06724775322782468)	(40, 0.03746989238205301)	(42, 0.03551875667075004)	(44, 2.435112187550689e-05)	(46, 0.00014400823303539336)	(48, 0.017084389358973474)	(50, 0.04714257351041344)	(52, 0.03178952855048496)	(54, 0.15641801189579993)	(56, 0.01845118515020632)	(58, 1.2195242222431251e-05)	(60, 7.956196069886314e-06)	(62, 0.05409416276881418)	(64, 0.10358199473946683)	(66, 6.531903444086288e-05)	(68, 0.0006869656169245844)	(70, 0.11808335265526321)	(72, 6.116407846436464e-05)	(74, 0.0163637088572837)	(76, 0.028517440324743824)	(78, 2.5048481602615072e-05)	(80, 4.800560065340957e-06)	(82, 0.00034276207557599445)	(84, 0.017720470544231214)	(86, 0.0325144166510199)	(88, 0.05386877894844787)	(90, 1.0731199464367203e-06)	(92, 0.00026817843490248495)	(94, 0.00022451494273469105)	(96, 0.1086700259360186)	(98, 0.0)	(100, 0.0)	(102, 0.029485080022765935)	(104, 0.0)	(106, 0.08285320924320172)	(108, 0.0)	(110, 0.06949115972659085)	(112, 0.018576567765787557)	(114, 0.05308022276961875)	(116, 0.0816127021216967)	(118, 0.05889589481352192)	(120, 6.238679809145174e-06)	(122, 0.06706393626616577)	(124, 0.00013471651422562348)	(126, 0.036014744525460156)	(128, 0.03539739903577825)	(130, 0.0)
94M_R2	(1, 0.0)	(2, 8.142857358892133e-05)	(3, 0.07266072548988567)	(4, 0.0)	(5, 0.0)	(6, 0.00013853432649543762)	(7, 0.00034897960109537716)	(8, 0.0)	(9, 0.1056858284068782)	(10, 0.07401222830867321)	(12, 0.00011315399187031926)	(14, 1.1103896398489274e-05)	(16, 0.16197888184841933)	(18, 0.0018649258379748413)	(20, 5.8163266849229534e-05)	(22, 0.00025961967293610636)	(24, 0.00024481447773812065)	(26, 0.06691313721123908)	(28, 0.01641103011999579)	(30, 0.018550909583076078)	(32, 0.09290524365221704)	(34, 0.018109926268964648)	(36, 0.053591105317908734)	(38, 0.05155644849212841)	(40, 0.05282070641064212)	(42, 0.00016127087626377278)	(44, 0.035451039901576754)	(46, 0.00026807978447781247)	(48, 2.8552876453258135e-05)	(50, 0.05463751536422351)	(52, 0.13996776946668701)	(54, 8.517249853873618e-05)	(56, 0.00012382900689512192)	(58, 0.0002874405229710873)	(60, 0.00041833687886194107)	(62, 0.00032578809690120373)	(64, 0.10355538256667417)	(66, 0.0015783239049466011)	(68, 0.05645769016727214)	(70, 0.05444829690025846)	(72, 0.14233512469290419)	(74, 0.1019142964624238)	(76, 0.16086107830099414)	(78, 0.06712825850679632)	(80, 0.00012087869610376385)	(82, 4.47723431088219e-05)	(84, 4.53526796980282e-05)	(86, 0.04887521775232951)	(88, 2.1929852360799153e-05)	(90, 0.03272882942731057)	(92, 0.00016202835203221887)	(94, 0.016456176809330224)	(96, 0.01722100789115418)	(98, 0.08679625621959905)	(100, 0.05320248603304872)	(102, 0.03552125507305899)	(104, 0.00028467837059462943)	(106, 0.00015293109400629014)	(108, 0.10443094788113894)	(110, 0.034468736877124186)	(112, 0.08489643723746561)	(114, 0.015364354062586051)	(116, 0.15547915435832885)	(118, 0.031230046798394397)	(120, 0.00026037512515977553)	(122, 0.06664704058625316)	(124, 0.0005491709139139206)	(126, 0.0006295419868916154)	(128, 0.043871877759481696)	(130, 0.01990230687866627)
95M_R1	(1, 0.10450762994224619)	(2, 0.0)	(3, 0.07205316243218861)	(4, 0.3924435625088064)	(5, 0.09929690507448741)	(6, 0.0)	(7, 0.19943216934799537)	(8, 0.3750924584149507)	(9, 0.0739116230342133)	(10, 0.24546746961701255)	(12, 0.03428068352750455)	(14, 0.2380207293750827)	(16, 0.34587491949528787)	(18, 0.019192616226347964)	(20, 0.17024564449156382)	(22, 0.18710103165451128)	(24, 8.796163048000445e-06)	(26, 0.20179191241683853)	(28, 0.26344002085980056)	(30, 0.1732379979475136)	(32, 0.042032714533130865)	(34, 0.0521770341015838)	(36, 0.05689084634735617)	(38, 0.07657117384682538)	(40, 0.04356192033378689)	(42, 0.04058611875875763)	(44, 0.0)	(46, 0.0)	(48, 0.020171278726302137)	(50, 0.05370573536431978)	(52, 0.03616188893657513)	(54, 0.17882162780772334)	(56, 0.021358035514703985)	(58, 1.1164263713635085e-05)	(60, 9.404125900368645e-06)	(62, 0.06168213473452679)	(64, 0.12058024392661909)	(66, 2.9415352859836794e-06)	(68, 0.000390776791992315)	(70, 0.13507194169634137)	(72, 0.0)	(74, 0.018631993958656397)	(76, 0.03340144434847456)	(78, 2.6547906827631387e-05)	(80, 5.903533464908532e-07)	(82, 6.4988084316580405e-06)	(84, 0.020968812099824128)	(86, 0.03767936361963187)	(88, 0.06314870897338848)	(90, 0.0)	(92, 0.0)	(94, 0.000256432505274894)	(96, 0.12498018669667094)	(98, 0.0)	(100, 0.0)	(102, 0.035932233377216176)	(104, 0.0)	(106, 0.09588074108337165)	(108, 0.0)	(110, 0.08036506748978878)	(112, 0.02109305554938639)	(114, 0.06269630133743856)	(116, 0.09351262413958684)	(118, 0.07178241226122221)	(120, 0.0)	(122, 0.07820798227944385)	(124, 0.00014456301073314701)	(126, 0.04240460403019589)	(128, 0.04118763457163488)	(130, 0.0)
95M_R2	(1, 0.0)	(2, 4.924627462778347e-05)	(3, 0.08527109704835535)	(4, 0.0)	(5, 0.0)	(6, 0.00016649930945583934)	(7, 0.00036582946866353433)	(8, 0.0)	(9, 0.12286124748388177)	(10, 0.08513391099760653)	(12, 0.00011608050447977531)	(14, 4.103856218981955e-06)	(16, 0.18772504008558816)	(18, 0.0019241223015283968)	(20, 5.3350130846765425e-05)	(22, 0.0001811559388093463)	(24, 0.0002503352293578993)	(26, 0.07737234635716336)	(28, 0.018274471743126647)	(30, 0.021483101041196398)	(32, 0.10721207119055531)	(34, 0.020845830796905912)	(36, 0.06178472790712161)	(38, 0.059880538621514)	(40, 0.061153320314572546)	(42, 3.341711492599593e-05)	(44, 0.04137449213460193)	(46, 0.0002491626990096187)	(48, 2.2278076617330616e-05)	(50, 0.06378740974198481)	(52, 0.16187322325578876)	(54, 2.9912047846185633e-05)	(56, 8.917186040443276e-05)	(58, 0.00028636426721323434)	(60, 0.0004689940106060383)	(62, 0.00029885831426766033)	(64, 0.12124249933539223)	(66, 0.0017696188868392172)	(68, 0.06568221995147902)	(70, 0.06389035036752239)	(72, 0.16383914595274704)	(74, 0.11744713320964933)	(76, 0.18535302089188735)	(78, 0.07745812403967188)	(80, 6.544098453897785e-05)	(82, 5.487032192966579e-05)	(84, 7.676548555743307e-06)	(86, 0.058597729001976545)	(88, 2.6626998513781535e-05)	(90, 0.037862203204033405)	(92, 0.00018449684737600932)	(94, 0.019181583208450138)	(96, 0.020130621504177083)	(98, 0.0993808625218402)	(100, 0.060977847175716)	(102, 0.04042593801556258)	(104, 1.8020484605670652e-06)	(106, 3.795718823199195e-05)	(108, 0.12121243848279993)	(110, 0.039518589041785825)	(112, 0.09605935496424907)	(114, 0.016994098953657968)	(116, 0.1817687817681262)	(118, 0.03473478440234321)	(120, 0.00016231431506661298)	(122, 0.07697271712677596)	(124, 0.0005853921408994143)	(126, 0.000579521966104122)	(128, 0.04978998826800133)	(130, 0.022735556561896745)
