Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
240M_R1	(1.0, 71.34825830324651)	(2.0, 12.996576099538743)	(3.0, 3.322154389809094)	(4.0, 1.5020196742707972)	(5.0, 0.9211247416193995)	(6.0, 0.7229717966291649)	(7.0, 0.4906030794709218)	(8.0, 0.44991163603581946)	(9.0, 0.39516428557602473)	('>10', 4.446529583962225)	('>50', 1.2922985159655072)	('>100', 1.891760892538248)	('>500', 0.16242924769493866)	('>1k', 0.049396770704590226)	('>5k', 0.008800982938117015)	('>10k+', 0.0)
240M_R2	(1.0, 72.41436727138354)	(2.0, 12.875740117773981)	(3.0, 3.1525660417209354)	(4.0, 1.3736028413499932)	(5.0, 0.860025799976115)	(6.0, 0.6736491288948104)	(7.0, 0.4990451910533492)	(8.0, 0.4162920134740013)	(9.0, 0.3694847170800907)	('>10', 4.421822979949457)	('>50', 1.3232114504106558)	('>100', 1.5418568798964918)	('>500', 0.021857934312273775)	('>1k', 0.029058423847692874)	('>5k', 0.0)	('>10k+', 0.027419208876392435)
241M_R1	(1.0, 73.17707657642167)	(2.0, 13.824903393205071)	(3.0, 3.1947230485242986)	(4.0, 1.3050629147497652)	(5.0, 0.7669249679973794)	(6.0, 0.5753002238607476)	(7.0, 0.444507198113931)	(8.0, 0.3936927818220276)	(9.0, 0.3418127820347837)	('>10', 3.863854198289408)	('>50', 1.0497421480634164)	('>100', 0.9945477868565991)	('>500', 0.04171218821334536)	('>1k', 0.018083768617850222)	('>5k', 0.00805602322959962)	('>10k+', 0.0)
241M_R2	(1.0, 74.08161493281376)	(2.0, 13.675228316006066)	(3.0, 3.0328325004634658)	(4.0, 1.3264374028283117)	(5.0, 0.7401447778661695)	(6.0, 0.6134999069936122)	(7.0, 0.41860009246210683)	(8.0, 0.3797792249743667)	(9.0, 0.33188596551597543)	('>10', 3.732024071688314)	('>50', 0.8264666960375731)	('>100', 0.7782630980083242)	('>500', 0.012720037125601118)	('>1k', 0.017978038369924294)	('>5k', 0.0077196479688446)	('>10k+', 0.024805290877617302)
242M_R1	(1.0, 68.72581872231332)	(2.0, 13.002590147871343)	(3.0, 3.381887067590661)	(4.0, 1.511946865381557)	(5.0, 0.964461313929523)	(6.0, 0.7320089868284979)	(7.0, 0.6039064686160045)	(8.0, 0.5075545996861811)	(9.0, 0.41607240528742817)	('>10', 5.4121621218959595)	('>50', 1.64973564903939)	('>100', 2.5112160530331216)	('>500', 0.3928847052137836)	('>1k', 0.17044837338721278)	('>5k', 0.0)	('>10k+', 0.017306519926090745)
242M_R2	(1.0, 70.33965915324542)	(2.0, 12.730949922827941)	(3.0, 3.1311681476032334)	(4.0, 1.4180653334550626)	(5.0, 0.8924457128042622)	(6.0, 0.6764813738261423)	(7.0, 0.5331319726997953)	(8.0, 0.4635309307093059)	(9.0, 0.4088380035506484)	('>10', 5.523399085280087)	('>50', 1.3776812226628374)	('>100', 2.294586580180125)	('>500', 0.14018255043470115)	('>1k', 0.044497818773584046)	('>5k', 0.0)	('>10k+', 0.0253821919468254)
269M_R1	(1.0, 74.21343318516217)	(2.0, 14.118537980220793)	(3.0, 3.367979190418863)	(4.0, 1.3789524901235644)	(5.0, 0.7624045875785184)	(6.0, 0.5946513655269129)	(7.0, 0.4667746821219186)	(8.0, 0.37483344176140415)	(9.0, 0.2667433935831417)	('>10', 2.9448170645677214)	('>50', 0.7392144428892119)	('>100', 0.7288902626208664)	('>500', 0.027820371264045074)	('>1k', 0.014947542160779748)	('>5k', 0.0)	('>10k+', 0.0)
269M_R2	(1.0, 75.31625637603541)	(2.0, 13.905502631885017)	(3.0, 3.230691707612152)	(4.0, 1.3112101980143702)	(5.0, 0.7885718314674741)	(6.0, 0.5166662734402575)	(7.0, 0.4708727869657438)	(8.0, 0.37490619163788247)	(9.0, 0.3329924023956489)	('>10', 2.533962607188916)	('>50', 0.6659687745660827)	('>100', 0.5083828172731822)	('>500', 0.0031691883082210362)	('>1k', 0.013237484351348954)	('>5k', 0.0)	('>10k+', 0.02760872885821153)
270M_R1	(1.0, 71.80061352314242)	(2.0, 14.13773145444453)	(3.0, 3.405100224424861)	(4.0, 1.3024589062142433)	(5.0, 0.7994929533586586)	(6.0, 0.6299460745311208)	(7.0, 0.4882258544848852)	(8.0, 0.38839243458547135)	(9.0, 0.3385273619156247)	('>10', 4.202310962365698)	('>50', 1.1017114374290717)	('>100', 1.2916725749262254)	('>500', 0.07674688305467363)	('>1k', 0.03087818960463315)	('>5k', 0.006191165517731541)	('>10k+', 0.0)
270M_R2	(1.0, 72.60531158655374)	(2.0, 13.883843805384402)	(3.0, 3.239675953273729)	(4.0, 1.3799155206037934)	(5.0, 0.8288031668682414)	(6.0, 0.5861820214387305)	(7.0, 0.49942857514696054)	(8.0, 0.4235952960640204)	(9.0, 0.3737295770364644)	('>10', 4.068100109691626)	('>50', 1.0917810193830586)	('>100', 0.9565849730541002)	('>500', 0.012612632879710858)	('>1k', 0.02169650402755258)	('>5k', 0.0)	('>10k+', 0.02873925859383751)
271M_R1	(1.0, 74.51522825582694)	(2.0, 13.97693853065162)	(3.0, 3.3229404795070603)	(4.0, 1.2969748764853974)	(5.0, 0.7384287068840103)	(6.0, 0.573676952333777)	(7.0, 0.44278771988316573)	(8.0, 0.3398078931434311)	(9.0, 0.3159400858381804)	('>10', 3.0069918757144896)	('>50', 0.7288431398413531)	('>100', 0.702816978722245)	('>500', 0.017872743190144886)	('>1k', 0.020751761978209916)	('>5k', 0.0)	('>10k+', 0.0)
271M_R2	(1.0, 75.69890861760278)	(2.0, 13.671439436273547)	(3.0, 3.162529884064906)	(4.0, 1.2271654790188176)	(5.0, 0.7755693206907969)	(6.0, 0.5267019940395362)	(7.0, 0.45387646938325554)	(8.0, 0.3168011459673384)	(9.0, 0.29893451982680586)	('>10', 2.7261410606451717)	('>50', 0.6442270359705248)	('>100', 0.43274288084650975)	('>500', 0.010304941790452632)	('>1k', 0.020384526742737864)	('>5k', 0.008847152223779164)	('>10k+', 0.02542553491297206)
272M_R1	(1.0, 74.17077299142508)	(2.0, 14.140437378001225)	(3.0, 3.1728556519815654)	(4.0, 1.288501469685628)	(5.0, 0.8131762273632062)	(6.0, 0.6355210325382207)	(7.0, 0.42059830183142183)	(8.0, 0.3396877548249638)	(9.0, 0.27672678114889365)	('>10', 3.1283866260354913)	('>50', 0.7913829607343887)	('>100', 0.7454554845664363)	('>500', 0.030721099575347098)	('>1k', 0.03065155805152644)	('>5k', 0.015124682236628708)	('>10k+', 0.0)
272M_R2	(1.0, 75.04413170651605)	(2.0, 13.969988009480883)	(3.0, 3.0924381050347938)	(4.0, 1.350696276704403)	(5.0, 0.858324639553757)	(6.0, 0.5955841659721443)	(7.0, 0.4567229686841784)	(8.0, 0.3778253910039039)	(9.0, 0.26674307546280657)	('>10', 2.689612907777245)	('>50', 0.6584929104549995)	('>100', 0.5468778241587049)	('>500', 0.0028264788053256255)	('>1k', 0.03650779289371363)	('>5k', 0.02695466042205117)	('>10k+', 0.02627308707506757)
69M_R1	(1.0, 70.58125931140074)	(2.0, 13.391816257092213)	(3.0, 3.1791942903863326)	(4.0, 1.3521776103189456)	(5.0, 0.8780198617385773)	(6.0, 0.6299391458924475)	(7.0, 0.5703650020439553)	(8.0, 0.4417601185638451)	(9.0, 0.4250114155458436)	('>10', 5.010066626531566)	('>50', 1.3718995113842516)	('>100', 1.898024094609957)	('>500', 0.19391631621007774)	('>1k', 0.06362055212889024)	('>5k', 0.0)	('>10k+', 0.0129298861524017)
69M_R2	(1.0, 71.54964875981274)	(2.0, 13.195682119069597)	(3.0, 3.1197768308459497)	(4.0, 1.284347663057028)	(5.0, 0.8956611110072346)	(6.0, 0.6753752567477156)	(7.0, 0.5647991382726052)	(8.0, 0.4560972998710373)	(9.0, 0.36828795144932935)	('>10', 4.943643935632404)	('>50', 1.111876908068865)	('>100', 1.7044271585749542)	('>500', 0.04926539507796743)	('>1k', 0.04532911449876463)	('>5k', 0.007161263611609769)	('>10k+', 0.028620094402165404)
70M_R1	(1.0, 70.52132511651283)	(2.0, 13.69622440571718)	(3.0, 3.373177902824452)	(4.0, 1.4805416669534472)	(5.0, 0.9782779067879501)	(6.0, 0.6871855156334739)	(7.0, 0.5946369132360152)	(8.0, 0.5129813284035557)	(9.0, 0.42722957884988183)	('>10', 4.630642873219872)	('>50', 1.1280434617804036)	('>100', 1.7768225288682822)	('>500', 0.12916974220460067)	('>1k', 0.05176733380421189)	('>5k', 0.0)	('>10k+', 0.01197372520379541)
70M_R2	(1.0, 71.51247197174784)	(2.0, 13.615236708105726)	(3.0, 3.30772897316542)	(4.0, 1.4746063877439188)	(5.0, 0.9530005986321656)	(6.0, 0.7026665168270041)	(7.0, 0.6090603315007664)	(8.0, 0.4633114709854633)	(9.0, 0.3974949000043728)	('>10', 4.251982887327059)	('>50', 1.0518874211454032)	('>100', 1.5705114482542721)	('>500', 0.018505586388046048)	('>1k', 0.021160438305540246)	('>5k', 0.024449274271428532)	('>10k+', 0.025925085595659633)
71M_R1	(1.0, 71.18635173807428)	(2.0, 13.751954527922791)	(3.0, 3.387461714687308)	(4.0, 1.4338297911118458)	(5.0, 0.864610795075769)	(6.0, 0.6153827965878612)	(7.0, 0.5507798740583113)	(8.0, 0.44108960686645343)	(9.0, 0.3412748885515993)	('>10', 4.081964011307026)	('>50', 1.3719911947844607)	('>100', 1.7905412601058113)	('>500', 0.14319824173705786)	('>1k', 0.03210416815039735)	('>5k', 0.007465390979063478)	('>10k+', 0.0)
71M_R2	(1.0, 72.04953400793663)	(2.0, 13.696621021244257)	(3.0, 3.3147151414968086)	(4.0, 1.3508469188189505)	(5.0, 0.8411668222494197)	(6.0, 0.6047655840667466)	(7.0, 0.4741018318516363)	(8.0, 0.40232858521545456)	(9.0, 0.34649137492314913)	('>10', 4.008050409277595)	('>50', 1.3281912364120263)	('>100', 1.5166604246568867)	('>500', 0.011693990854519904)	('>1k', 0.027585717861019994)	('>5k', 0.0)	('>10k+', 0.027246933134749334)
72M_R1	(1.0, 72.18282554570591)	(2.0, 13.84193130041019)	(3.0, 3.4453362139523347)	(4.0, 1.3971344630730564)	(5.0, 0.8843483684584229)	(6.0, 0.6869045777458632)	(7.0, 0.4972279990299419)	(8.0, 0.41543850391235293)	(9.0, 0.33154772525459497)	('>10', 3.8354665714040275)	('>50', 1.0483979399043486)	('>100', 1.321142297002885)	('>500', 0.07754787612661271)	('>1k', 0.026157132621152723)	('>5k', 0.008593485398281133)	('>10k+', 0.0)
72M_R2	(1.0, 73.12551227908988)	(2.0, 13.654862509901768)	(3.0, 3.315152995285632)	(4.0, 1.3298509985648215)	(5.0, 0.8927621539894074)	(6.0, 0.6362103947824489)	(7.0, 0.5104733826097431)	(8.0, 0.4176362712996472)	(9.0, 0.3307008200671564)	('>10', 3.654260255334555)	('>50', 0.8946917673511299)	('>100', 1.1777604016324532)	('>500', 0.013812459815028566)	('>1k', 0.022348073267524804)	('>5k', 0.0)	('>10k+', 0.023965237008906497)
78M_R1	(1.0, 72.15037255092004)	(2.0, 13.997195678892258)	(3.0, 3.3656978257992383)	(4.0, 1.3755943971942837)	(5.0, 0.8795877538159212)	(6.0, 0.6360534570926853)	(7.0, 0.5103247521834982)	(8.0, 0.3844568406890141)	(9.0, 0.35862392703527496)	('>10', 3.905291283949807)	('>50', 1.1131814115158103)	('>100', 1.2355620834927)	('>500', 0.059195864652921974)	('>1k', 0.02303717988437989)	('>5k', 0.005824992882210821)	('>10k+', 0.0)
78M_R2	(1.0, 72.65781960658795)	(2.0, 14.06507824617382)	(3.0, 3.310732093740598)	(4.0, 1.2870531837278538)	(5.0, 0.8918371607037898)	(6.0, 0.6272321146110512)	(7.0, 0.514474502295202)	(8.0, 0.44765991377145503)	(9.0, 0.3577245963215271)	('>10', 3.8175703344274616)	('>50', 0.8931461270221936)	('>100', 1.0670735399991689)	('>500', 0.014601021782832067)	('>1k', 0.021711909967729915)	('>5k', 0.0)	('>10k+', 0.026285648867409018)
79M_R1	(1.0, 75.75009149834213)	(2.0, 13.229930029790035)	(3.0, 3.1985538331655525)	(4.0, 1.3082076578616024)	(5.0, 0.785604210804772)	(6.0, 0.5647788158909128)	(7.0, 0.4539025171878907)	(8.0, 0.36494785330459517)	(9.0, 0.30598085621262067)	('>10', 2.780686911708561)	('>50', 0.6474639535497059)	('>100', 0.5594422576581087)	('>500', 0.023155055205347285)	('>1k', 0.02112948794516714)	('>5k', 0.006125061372938823)	('>10k+', 0.0)
79M_R2	(1.0, 77.0064189059564)	(2.0, 13.033391595447782)	(3.0, 2.917959925389119)	(4.0, 1.1843008328602067)	(5.0, 0.7306312483768782)	(6.0, 0.5628292950819989)	(7.0, 0.43991608433481727)	(8.0, 0.3278822914998576)	(9.0, 0.2718969487661662)	('>10', 2.4117204717685325)	('>50', 0.6492813660856858)	('>100', 0.40795048138216594)	('>500', 0.0030732836675129395)	('>1k', 0.027012886044451782)	('>5k', 0.0)	('>10k+', 0.025734383338325645)
80M_R1	(1.0, 74.06288936623439)	(2.0, 13.83548873585036)	(3.0, 3.2306441148173617)	(4.0, 1.380377550272575)	(5.0, 0.8111106776147141)	(6.0, 0.5754162394600335)	(7.0, 0.4846347895134333)	(8.0, 0.37370848819237523)	(9.0, 0.31177362662608177)	('>10', 3.201295499165767)	('>50', 0.7745061902834817)	('>100', 0.8857295679885265)	('>500', 0.039633409788429524)	('>1k', 0.02623840570309852)	('>5k', 0.006553338489436332)	('>10k+', 0.0)
80M_R2	(1.0, 75.18483387661496)	(2.0, 13.599837410841692)	(3.0, 3.0105276666578087)	(4.0, 1.2926976537938546)	(5.0, 0.7932800230693563)	(6.0, 0.5905547768918324)	(7.0, 0.4116278890043031)	(8.0, 0.35675306481031477)	(9.0, 0.30081096605097307)	('>10', 2.9893965114558987)	('>50', 0.6772032799822142)	('>100', 0.730672831371404)	('>500', 0.0)	('>1k', 0.03441910648047325)	('>5k', 0.0)	('>10k+', 0.027384942974918773)
81M_R1	(1.0, 73.52965542566243)	(2.0, 13.73008630272767)	(3.0, 3.194810725770308)	(4.0, 1.3124737310202468)	(5.0, 0.8771717870825767)	(6.0, 0.5984741016116407)	(7.0, 0.48266997080861135)	(8.0, 0.3667273836351699)	(9.0, 0.3499021755431569)	('>10', 3.792355667290901)	('>50', 0.8093515037913032)	('>100', 0.9003258556995087)	('>500', 0.032326472707767985)	('>1k', 0.023668896648691307)	('>5k', 0.0)	('>10k+', 0.0)
81M_R2	(1.0, 74.76758905323244)	(2.0, 13.548109376877301)	(3.0, 2.9618572849282345)	(4.0, 1.248841619495954)	(5.0, 0.7423483975341609)	(6.0, 0.5966354072753892)	(7.0, 0.4627682771527167)	(8.0, 0.3608135972520292)	(9.0, 0.32893718915470266)	('>10', 3.5781461212585417)	('>50', 0.6915914413292052)	('>100', 0.661092135586832)	('>500', 0.007958611976034589)	('>1k', 0.016653476514072424)	('>5k', 0.0)	('>10k+', 0.026658010432340676)
92M_R1	(1.0, 74.71261755490764)	(2.0, 13.808638390139105)	(3.0, 3.1868449296418384)	(4.0, 1.3268731138096002)	(5.0, 0.7853805437887202)	(6.0, 0.5816189866345639)	(7.0, 0.4337128124494354)	(8.0, 0.40790650259808325)	(9.0, 0.30685942071393973)	('>10', 2.934040632974644)	('>50', 0.6851558466984156)	('>100', 0.7858944745703922)	('>500', 0.037434471073363326)	('>1k', 0.007022320000225726)	('>5k', 0.0)	('>10k+', 0.0)
92M_R2	(1.0, 75.68346772293299)	(2.0, 13.733382035646887)	(3.0, 2.987554513831081)	(4.0, 1.3481298118084521)	(5.0, 0.8215553450396225)	(6.0, 0.5617050506604387)	(7.0, 0.43680108396790784)	(8.0, 0.3227786431358474)	(9.0, 0.27582477128373156)	('>10', 2.4541573576995233)	('>50', 0.6597644401744569)	('>100', 0.6797521625926852)	('>500', 0.0)	('>1k', 0.011228988136666604)	('>5k', 0.0)	('>10k+', 0.02389807308971235)
93M_R1	(1.0, 73.54027129778007)	(2.0, 14.020479174876451)	(3.0, 3.464005238875741)	(4.0, 1.3366445595784802)	(5.0, 0.7692555619379409)	(6.0, 0.545507257652129)	(7.0, 0.4346637613722385)	(8.0, 0.36477470065639217)	(9.0, 0.32388096029623414)	('>10', 3.383334757087835)	('>50', 0.9362235974039947)	('>100', 0.8407580582400546)	('>500', 0.022977140478011387)	('>1k', 0.017223933764427424)	('>5k', 0.0)	('>10k+', 0.0)
93M_R2	(1.0, 74.22360650777196)	(2.0, 14.074058749125662)	(3.0, 3.2375823428555948)	(4.0, 1.3647978104799887)	(5.0, 0.7943574433192848)	(6.0, 0.5565830903138042)	(7.0, 0.44272819724161633)	(8.0, 0.3267323671349869)	(9.0, 0.29283096870494896)	('>10', 3.188035912139607)	('>50', 0.781393846952155)	('>100', 0.6670958222917365)	('>500', 0.008027150596080302)	('>1k', 0.015352639238990374)	('>5k', 0.0)	('>10k+', 0.026817151833542687)
94M_R1	(1.0, 71.84208421196112)	(2.0, 13.79982299731891)	(3.0, 3.2098803480601035)	(4.0, 1.3671723427273885)	(5.0, 0.7903933269406003)	(6.0, 0.5708865460592997)	(7.0, 0.4721745446931038)	(8.0, 0.38335944731792093)	(9.0, 0.37055774783745027)	('>10', 4.592806448175298)	('>50', 1.2586664099441747)	('>100', 1.2348968845019568)	('>500', 0.06234539436717648)	('>1k', 0.03342537942301689)	('>5k', 0.0)	('>10k+', 0.011527970672422881)
94M_R2	(1.0, 72.58676395156822)	(2.0, 13.62592717326204)	(3.0, 3.1380912610545617)	(4.0, 1.3037024533694819)	(5.0, 0.7826660020556958)	(6.0, 0.6300890692185422)	(7.0, 0.5163661206508865)	(8.0, 0.44356611298928617)	(9.0, 0.40073859742073126)	('>10', 4.643008291912653)	('>50', 0.888578525257156)	('>100', 0.9420534394048312)	('>500', 0.0193182808253495)	('>1k', 0.03247121033235343)	('>5k', 0.018181827157424762)	('>10k+', 0.028477683520946526)
95M_R1	(1.0, 75.03771635792916)	(2.0, 13.459581526970032)	(3.0, 3.0877316984496264)	(4.0, 1.3188663441590855)	(5.0, 0.8084295995565788)	(6.0, 0.5286151006044313)	(7.0, 0.44780393430031395)	(8.0, 0.3598732046899203)	(9.0, 0.31295671872599756)	('>10', 3.045674836398961)	('>50', 0.7436588487029892)	('>100', 0.811684061454789)	('>500', 0.021281721076320204)	('>1k', 0.016126046981751633)	('>5k', 0.0)	('>10k+', 0.0)
95M_R2	(1.0, 75.93651308995928)	(2.0, 13.415806412265699)	(3.0, 3.0437080845915667)	(4.0, 1.2732655159697677)	(5.0, 0.7706481022080801)	(6.0, 0.5958776691504515)	(7.0, 0.4289025338958784)	(8.0, 0.3529654095413197)	(9.0, 0.2839556412660181)	('>10', 2.6346102009667507)	('>50', 0.6813426463030217)	('>100', 0.53403992464574)	('>500', 0.00852499647588821)	('>1k', 0.013992928634374666)	('>5k', 0.0)	('>10k+', 0.02584684412624689)
