Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69
69M_R2	(1, 39.63292958312464)	(2, 39.64200066656421)	(3, 39.62353094849401)	(4, 39.638486791480545)	(5, 39.62567088248052)	(6, 39.564446918009274)	(7, 39.55686945000483)	(8, 39.53875144937224)	(9, 39.51350757675566)	(10, 39.5165067836293)	(12, 39.53344941129963)	(14, 39.506523735030086)	(16, 39.463024426965646)	(18, 39.51497599759331)	(20, 39.49886002480447)	(22, 39.495651473535275)	(24, 39.479846887546515)	(26, 39.43744133780228)	(28, 39.43940493103048)	(30, 39.42477587868382)	(32, 39.384405060484866)	(34, 39.39369254752055)	(36, 39.36807928268496)	(38, 39.352204618866)	(40, 39.32721082833805)	(42, 39.324053159015286)	(44, 39.295818284908414)	(46, 39.299481892170405)	(48, 39.27494323261918)	(50, 39.23662002177598)	(52, 39.18093267019496)	(54, 39.21269110135124)	(56, 39.1904938511)	(58, 39.165991212096806)	(60, 39.15102658940812)	(62, 39.134283648493465)	(64, 39.07085358462692)	(66, 39.088910339688525)	(68, 39.04218206749881)	(70, 39.01525168540573)	(72, 38.954371164387084)	(74, 38.926124054741024)	(76, 38.886724949371086)	(78, 38.89660711213848)	(80, 38.8992904458828)	(82, 38.869498972056)	(84, 38.84703604353983)	(86, 38.79361902871305)	(88, 38.78649818511391)	(90, 38.7381679369516)	(92, 38.7160282015062)	(94, 38.67047285737271)	(96, 38.64997837421272)	(98, 38.589605852148914)	(100, 38.5649365593527)	(102, 38.53909201279264)	(104, 38.523098307979694)	(106, 38.4901778239246)	(108, 38.422811151584305)	(110, 38.42815027035191)	(112, 38.38531992988786)	(114, 38.39328480425378)	(116, 38.308208003332794)	(118, 38.31687670395827)	(120, 38.30449115505132)	(122, 38.24343933179021)	(124, 38.22642102989386)	(126, 38.18021429350042)	(128, 38.12310321795029)	(130, 37.69100314458138)
70M_R1	(1, 39.515669383939844)	(2, 39.54499166301775)	(3, 39.51955709387399)	(4, 39.3976039212072)	(5, 39.48126517898503)	(6, 39.37089590310569)	(7, 39.303472056922814)	(8, 39.235531310662445)	(9, 39.33877957824103)	(10, 39.29006915394556)	(12, 39.34732145647294)	(14, 39.279392012380065)	(16, 39.254973732236095)	(18, 39.373933392157845)	(20, 39.31412737156664)	(22, 39.3152993709637)	(24, 39.363214757099925)	(26, 39.26613784987056)	(28, 39.25464322151187)	(30, 39.26341619804068)	(32, 39.29760993018698)	(34, 39.27199631529673)	(36, 39.25115571151295)	(38, 39.226663832606775)	(40, 39.22308320742498)	(42, 39.21695804366908)	(44, 39.21030850548046)	(46, 39.1932631407296)	(48, 39.15863420030911)	(50, 39.13262307396778)	(52, 39.11958947494744)	(54, 39.054838137739246)	(56, 39.08002680539613)	(58, 39.072730155476904)	(60, 39.043242905471914)	(62, 38.99895996293265)	(64, 38.96029718057005)	(66, 38.97431638617938)	(68, 38.94892743039953)	(70, 38.88080263696309)	(72, 38.90546016677943)	(74, 38.87828821738427)	(76, 38.84654452549473)	(78, 38.834416458698)	(80, 38.81217315550879)	(82, 38.8003369534071)	(84, 38.770795069103485)	(86, 38.744177284918386)	(88, 38.72113925369148)	(90, 38.72674335266777)	(92, 38.71051950592493)	(94, 38.69679617909972)	(96, 38.62350094605475)	(98, 38.64835824470589)	(100, 38.63681467415269)	(102, 38.60184401771727)	(104, 38.59925736006518)	(106, 38.54038186151486)	(108, 38.56158413061125)	(110, 38.49722274128371)	(112, 38.51538738716843)	(114, 38.47917773847769)	(116, 38.45237427777514)	(118, 38.440287806949115)	(120, 38.455589105346775)	(122, 38.40650495347549)	(124, 38.41560588055103)	(126, 38.377708609984)	(128, 38.35789233705457)	(130, 38.08867506820002)
70M_R2	(1, 39.60110076469394)	(2, 39.608680523152586)	(3, 39.585529034695156)	(4, 39.60086250857532)	(5, 39.592681881898095)	(6, 39.520370078601054)	(7, 39.51128874952144)	(8, 39.49454538648897)	(9, 39.46428235998299)	(10, 39.46994708132345)	(12, 39.48615421810764)	(14, 39.460624228673936)	(16, 39.41211312961871)	(18, 39.46687347026368)	(20, 39.450647510817596)	(22, 39.44756752554962)	(24, 39.429331569352456)	(26, 39.38425819327064)	(28, 39.384694971157884)	(30, 39.36962980323504)	(32, 39.326158453153)	(34, 39.33331323940079)	(36, 39.302669410197296)	(38, 39.28788632509188)	(40, 39.26216344890387)	(42, 39.2567461753974)	(44, 39.22726957620311)	(46, 39.2307585071013)	(48, 39.2042664300332)	(50, 39.16309907232559)	(52, 39.10402307910148)	(54, 39.13567821476123)	(56, 39.1152889264764)	(58, 39.08720184535843)	(60, 39.071120795774334)	(62, 39.05470805899216)	(64, 38.98481416523981)	(66, 39.00533708708065)	(68, 38.95439003680149)	(70, 38.92638774272192)	(72, 38.86225928348435)	(74, 38.83221663029869)	(76, 38.78900880241476)	(78, 38.79908870228421)	(80, 38.80291912590587)	(82, 38.77208376523849)	(84, 38.75027468206347)	(86, 38.69089007803714)	(88, 38.68190493595189)	(90, 38.629377176412625)	(92, 38.607636674723764)	(94, 38.55890068804466)	(96, 38.53782134728678)	(98, 38.47267176233707)	(100, 38.44477301430873)	(102, 38.41780024184519)	(104, 38.40180045296298)	(106, 38.36767646867682)	(108, 38.29471786072357)	(110, 38.29953833670943)	(112, 38.25587381383645)	(114, 38.26777446847571)	(116, 38.17563890477902)	(118, 38.18642789653438)	(120, 38.172989379865655)	(122, 38.10762718789637)	(124, 38.0904237390362)	(126, 38.04283556180141)	(128, 37.98051269897779)	(130, 37.53999668170844)
71M_R1	(1, 39.53685020862424)	(2, 39.5662794768356)	(3, 39.54352041896711)	(4, 39.43162451101011)	(5, 39.509303484572804)	(6, 39.40123694443592)	(7, 39.3421117926604)	(8, 39.280848468940704)	(9, 39.37336019297106)	(10, 39.329164377728894)	(12, 39.38001865951597)	(14, 39.31780990445453)	(16, 39.2933000940578)	(18, 39.40301355382262)	(20, 39.34751777007353)	(22, 39.34794990910305)	(24, 39.39173482558054)	(26, 39.30361983212515)	(28, 39.287639515937364)	(30, 39.28906097754482)	(32, 39.32056867635123)	(34, 39.29969987646537)	(36, 39.28163215941855)	(38, 39.26180467954053)	(40, 39.25583052491409)	(42, 39.24676481554704)	(44, 39.24218482572309)	(46, 39.2226406902184)	(48, 39.190859642371805)	(50, 39.16457819936632)	(52, 39.14892012800426)	(54, 39.088333682051875)	(56, 39.110846232979505)	(58, 39.10340210128484)	(60, 39.07530205774468)	(62, 39.0318534635021)	(64, 38.99768974086528)	(66, 39.00823997506491)	(68, 38.984760336754604)	(70, 38.92090495551781)	(72, 38.94111496595406)	(74, 38.91421035227149)	(76, 38.885008287957724)	(78, 38.87339344494119)	(80, 38.850958069451565)	(82, 38.8375197877493)	(84, 38.808012382212006)	(86, 38.780188054023085)	(88, 38.758609423654036)	(90, 38.761036675040174)	(92, 38.74382093976357)	(94, 38.72851241422345)	(96, 38.65994810431236)	(98, 38.68189825409769)	(100, 38.66899264898149)	(102, 38.63547645276109)	(104, 38.63160890455174)	(106, 38.57544657121477)	(108, 38.595139532990665)	(110, 38.53653486915924)	(112, 38.550365347085645)	(114, 38.51609046779849)	(116, 38.48695633760127)	(118, 38.47451596726692)	(120, 38.48674037873152)	(122, 38.4427533006497)	(124, 38.44742900948445)	(126, 38.41086853368934)	(128, 38.39110494501169)	(130, 38.10829244574423)
71M_R2	(1, 39.637040130081246)	(2, 39.6430194581276)	(3, 39.621961627295825)	(4, 39.63673819436637)	(5, 39.629011153416336)	(6, 39.56110993704023)	(7, 39.55499884713938)	(8, 39.540929910622694)	(9, 39.514525137471665)	(10, 39.51693159292175)	(12, 39.533643184249414)	(14, 39.50891539430975)	(16, 39.462930907444274)	(18, 39.509594099088496)	(20, 39.49437364759351)	(22, 39.49751576969091)	(24, 39.47739793202172)	(26, 39.43654448397757)	(28, 39.437030939669654)	(30, 39.422953762476546)	(32, 39.383970369685976)	(34, 39.39235728752653)	(36, 39.365114756757194)	(38, 39.35319342281032)	(40, 39.3280195464841)	(42, 39.32393834314784)	(44, 39.29669635730852)	(46, 39.29946481310685)	(48, 39.27436287866422)	(50, 39.234831097216706)	(52, 39.17827295912396)	(54, 39.21040128143491)	(56, 39.19118100435267)	(58, 39.1640325360907)	(60, 39.14658886880215)	(62, 39.12897639032414)	(64, 39.06561191483826)	(66, 39.083429958348134)	(68, 39.036250830737764)	(70, 39.00936760567441)	(72, 38.94835888088101)	(74, 38.92042092464797)	(76, 38.88094905213461)	(78, 38.889709403822586)	(80, 38.89076150175647)	(82, 38.861113920861754)	(84, 38.83945000697672)	(86, 38.78611009560059)	(88, 38.779686445794255)	(90, 38.73269934287674)	(92, 38.71148139328845)	(94, 38.666556417957835)	(96, 38.647154375674674)	(98, 38.58773429524172)	(100, 38.563289195070176)	(102, 38.53809317099851)	(104, 38.52043000785629)	(106, 38.48936529859242)	(108, 38.423112447463694)	(110, 38.42759582023325)	(112, 38.38474558717752)	(114, 38.39164954654407)	(116, 38.30690267489439)	(118, 38.31752943567102)	(120, 38.3043203290588)	(122, 38.244677418365086)	(124, 38.22840919548023)	(126, 38.18443358834586)	(128, 38.12745052210826)	(130, 37.688631100713415)
72M_R1	(1, 39.53966898109604)	(2, 39.56969924154798)	(3, 39.54367211311126)	(4, 39.42017070081114)	(5, 39.50630019916515)	(6, 39.40242312579988)	(7, 39.335060346441686)	(8, 39.26905218240031)	(9, 39.370502232091624)	(10, 39.32127283840068)	(12, 39.37815965939811)	(14, 39.30945013058481)	(16, 39.280527314424916)	(18, 39.40222148125619)	(20, 39.340680540774684)	(22, 39.34184815564541)	(24, 39.39081839153519)	(26, 39.29710450851668)	(28, 39.28559299623339)	(30, 39.29014517688709)	(32, 39.325566882013504)	(34, 39.302609862777345)	(36, 39.28225764512028)	(38, 39.25699104294337)	(40, 39.25247234321156)	(42, 39.24626518025409)	(44, 39.2383882832309)	(46, 39.22319544287322)	(48, 39.18945896090048)	(50, 39.16329926601492)	(52, 39.150556339933416)	(54, 39.08449158519083)	(56, 39.11061484066431)	(58, 39.10408565481619)	(60, 39.07424340763882)	(62, 39.02983514351184)	(64, 38.992126367249455)	(66, 39.005914782642094)	(68, 38.9820781501177)	(70, 38.91376413503886)	(72, 38.93877201541653)	(74, 38.912512879822586)	(76, 38.88087379207238)	(78, 38.87049035387379)	(80, 38.84713166342722)	(82, 38.834457427484125)	(84, 38.80421000400506)	(86, 38.77595612113093)	(88, 38.75463794444154)	(90, 38.75986952175458)	(92, 38.74207194339135)	(94, 38.727401132371554)	(96, 38.65368910138292)	(98, 38.67899370911304)	(100, 38.66757627972699)	(102, 38.63285672033291)	(104, 38.62899324221377)	(106, 38.57096244876827)	(108, 38.59230840572826)	(110, 38.52921765596828)	(112, 38.54600735804646)	(114, 38.510149181034386)	(116, 38.48338354396812)	(118, 38.470764208520094)	(120, 38.486117456068996)	(122, 38.43791938842812)	(124, 38.44660081265869)	(126, 38.40838069246632)	(128, 38.38815747388037)	(130, 38.11075646329364)
72M_R2	(1, 39.606270568529915)	(2, 39.61179176802956)	(3, 39.58980495368963)	(4, 39.60385106014999)	(5, 39.59928399624599)	(6, 39.52341410123542)	(7, 39.517079957261856)	(8, 39.50285554332963)	(9, 39.47409037198043)	(10, 39.47972923074819)	(12, 39.49694061253612)	(14, 39.47138096606301)	(16, 39.42519042424021)	(18, 39.47704833036295)	(20, 39.46595332430542)	(22, 39.46214585286082)	(24, 39.44724455852452)	(26, 39.40237907478338)	(28, 39.40376460578498)	(30, 39.38842238498469)	(32, 39.34550541102814)	(34, 39.355269881384444)	(36, 39.32606674148584)	(38, 39.31180374320144)	(40, 39.28514825511469)	(42, 39.280160148505715)	(44, 39.25269157352696)	(46, 39.256308883930956)	(48, 39.23075241447719)	(50, 39.18814212148446)	(52, 39.12468847597145)	(54, 39.16067788359986)	(56, 39.142230056084856)	(58, 39.11325512729896)	(60, 39.09549922046857)	(62, 39.07749424711915)	(64, 39.009150060806455)	(66, 39.03073620688127)	(68, 38.98144952968984)	(70, 38.953674940562635)	(72, 38.88808473295567)	(74, 38.85822302727886)	(76, 38.81620932405404)	(78, 38.827146445263764)	(80, 38.83064978898877)	(82, 38.7989211837579)	(84, 38.77673209281266)	(86, 38.719059973455145)	(88, 38.71356814445792)	(90, 38.661240391896044)	(92, 38.63888516812507)	(94, 38.59055334526887)	(96, 38.56878072263299)	(98, 38.50605220249976)	(100, 38.48115085329569)	(102, 38.454416767601685)	(104, 38.43654677580538)	(106, 38.40261849538017)	(108, 38.332300637829675)	(110, 38.33825982172341)	(112, 38.29517545705802)	(114, 38.30588787291924)	(116, 38.2130876515664)	(118, 38.22538020331428)	(120, 38.215626245436056)	(122, 38.15222446889398)	(124, 38.134165249768955)	(126, 38.08724880317338)	(128, 38.02660888653324)	(130, 37.57683057855748)
78M_R1	(1, 39.49425724319367)	(2, 39.52521187367305)	(3, 39.498373570053445)	(4, 39.3642927021374)	(5, 39.45651906229049)	(6, 39.33326267049136)	(7, 39.25733295402014)	(8, 39.18466151561331)	(9, 39.30080986415367)	(10, 39.24671963207197)	(12, 39.311334157101385)	(14, 39.23808835133763)	(16, 39.20677251706353)	(18, 39.34608133192744)	(20, 39.2779716974883)	(22, 39.28261616013751)	(24, 39.337196350339795)	(26, 39.236532855249706)	(28, 39.22566728667343)	(30, 39.23317572142083)	(32, 39.27087682610911)	(34, 39.244984302774775)	(36, 39.22531244864829)	(38, 39.19831362459537)	(40, 39.19283772195806)	(42, 39.18902094656829)	(44, 39.18237940448837)	(46, 39.167359606332354)	(48, 39.130193816079654)	(50, 39.10201448753091)	(52, 39.08695318444666)	(54, 39.01546818044056)	(56, 39.04527823242405)	(58, 39.04134396433017)	(60, 39.00827135832831)	(62, 38.95905970807486)	(64, 38.91661102809219)	(66, 38.93184331957674)	(68, 38.90683908779228)	(70, 38.831007737272216)	(72, 38.86016455248039)	(74, 38.83009897491375)	(76, 38.79581939309506)	(78, 38.783752960694855)	(80, 38.76250829857881)	(82, 38.74883703398541)	(84, 38.715922226656815)	(86, 38.686886425994054)	(88, 38.6664069225724)	(90, 38.6742395663809)	(92, 38.65555873609679)	(94, 38.6415621512395)	(96, 38.5598205673792)	(98, 38.588422873387685)	(100, 38.577911958872726)	(102, 38.54008828666856)	(104, 38.535216095323676)	(106, 38.47305814866776)	(108, 38.49475091734868)	(110, 38.42590111031572)	(112, 38.447676933735806)	(114, 38.408214336474146)	(116, 38.38045649085916)	(118, 38.36882677067576)	(120, 38.3877413983852)	(122, 38.33549878928399)	(124, 38.345574977548566)	(126, 38.3023543006813)	(128, 38.283251084434696)	(130, 38.02868132116592)
78M_R2	(1, 39.586126210057394)	(2, 39.59471123032186)	(3, 39.568042847145584)	(4, 39.5858221744242)	(5, 39.576016932547454)	(6, 39.49952446791549)	(7, 39.49168585739666)	(8, 39.47511805793459)	(9, 39.43874305183915)	(10, 39.44674460922346)	(12, 39.466325066419465)	(14, 39.43716708505043)	(16, 39.38841721270193)	(18, 39.44118167183875)	(20, 39.42788189490878)	(22, 39.428426287211735)	(24, 39.40859703706789)	(26, 39.36167562240934)	(28, 39.36106787046484)	(30, 39.34505867827976)	(32, 39.29974385440834)	(34, 39.3086003703763)	(36, 39.27571977572562)	(38, 39.26301355636751)	(40, 39.23576006219814)	(42, 39.23046980509808)	(44, 39.20214761269915)	(46, 39.210516894980785)	(48, 39.184498723258415)	(50, 39.13941900269678)	(52, 39.07038416914517)	(54, 39.11289450018312)	(56, 39.098225420382846)	(58, 39.067473909458954)	(60, 39.05172648564413)	(62, 39.03694031436972)	(64, 38.964322913319904)	(66, 38.99198179235364)	(68, 38.941635221762716)	(70, 38.91304464642738)	(72, 38.8412236264346)	(74, 38.81120664075441)	(76, 38.768856900270066)	(78, 38.78839147070725)	(80, 38.79687568518605)	(82, 38.7685483007146)	(84, 38.75041679332927)	(86, 38.689659993763726)	(88, 38.6872054525321)	(90, 38.63666076625846)	(92, 38.61750751151233)	(94, 38.56733437787507)	(96, 38.550816990855836)	(98, 38.48715147656881)	(100, 38.46667320644333)	(102, 38.44269857092578)	(104, 38.43235357535781)	(106, 38.40287109834382)	(108, 38.33040004698523)	(110, 38.34548948112538)	(112, 38.30536203733175)	(114, 38.327963170474334)	(116, 38.235642288585204)	(118, 38.25666432050777)	(120, 38.25365135004435)	(122, 38.18937049558736)	(124, 38.17945833672556)	(126, 38.13503597600248)	(128, 38.07685200337093)	(130, 37.67696161568277)
79M_R1	(1, 39.47492004732007)	(2, 39.50003602777418)	(3, 39.47777913163117)	(4, 39.37018367268911)	(5, 39.44613380471476)	(6, 39.3042710044447)	(7, 39.24487441255532)	(8, 39.186855530009275)	(9, 39.278216407752694)	(10, 39.23493737059448)	(12, 39.284933611297845)	(14, 39.22658100256659)	(16, 39.20868865085608)	(18, 39.31857954593346)	(20, 39.26377691802979)	(22, 39.26516991917447)	(24, 39.30671768397097)	(26, 39.2213938383352)	(28, 39.214705619870955)	(30, 39.218128050511126)	(32, 39.24787069437373)	(34, 39.2223592772053)	(36, 39.20279556998649)	(38, 39.176432089566376)	(40, 39.167969445514835)	(42, 39.16063742921861)	(44, 39.14951047142091)	(46, 39.13408819281693)	(48, 39.10204371322199)	(50, 39.076592765312554)	(52, 39.061787218351526)	(54, 39.002162833041126)	(56, 39.02169107752837)	(58, 39.01451142714439)	(60, 38.98534135067132)	(62, 38.942098464134766)	(64, 38.904043533601666)	(66, 38.91421421045136)	(68, 38.89030481820929)	(70, 38.82689463177421)	(72, 38.84465353635914)	(74, 38.81742266266383)	(76, 38.7858565714253)	(78, 38.77381461290607)	(80, 38.751573876784)	(82, 38.73874947076075)	(84, 38.70872569287143)	(86, 38.68067807834085)	(88, 38.66014769911925)	(90, 38.66250037337864)	(92, 38.64456814580845)	(94, 38.63066771078354)	(96, 38.563412309762874)	(98, 38.5838844444627)	(100, 38.57134267029548)	(102, 38.53781818821497)	(104, 38.53351746045179)	(106, 38.47849581789977)	(108, 38.49815273438065)	(110, 38.4400569050328)	(112, 38.454920430181915)	(114, 38.420187231347185)	(116, 38.39346394378666)	(118, 38.38014014922054)	(120, 38.393373653336134)	(122, 38.348234392361746)	(124, 38.35541976002892)	(126, 38.32077075168651)	(128, 38.3007163894588)	(130, 38.039020029040216)
79M_R2	(1, 39.57317455298367)	(2, 39.58031049079447)	(3, 39.56104610592161)	(4, 39.573821340281064)	(5, 39.56433688837239)	(6, 39.48800575682206)	(7, 39.47941804659053)	(8, 39.46314050200181)	(9, 39.435332685956254)	(10, 39.44211788462377)	(12, 39.453290396256634)	(14, 39.42726941716974)	(16, 39.38615377044182)	(18, 39.43406127357484)	(20, 39.41882880097356)	(22, 39.419414511751526)	(24, 39.40180780145978)	(26, 39.3597897420687)	(28, 39.35979223730254)	(30, 39.34451123240292)	(32, 39.304611014082425)	(34, 39.310466896929114)	(36, 39.2827682133385)	(38, 39.26779650401632)	(40, 39.241085195801396)	(42, 39.23436607546297)	(44, 39.20522387640726)	(46, 39.20738892276547)	(48, 39.1802162117861)	(50, 39.14060664284104)	(52, 39.08247793395148)	(54, 39.111389667372706)	(56, 39.08784952570012)	(58, 39.05954985034832)	(60, 39.042430162182065)	(62, 39.023657353854084)	(64, 38.95769973270215)	(66, 38.97348996610093)	(68, 38.92392446851389)	(70, 38.89517348994303)	(72, 38.83235612965309)	(74, 38.80104229468133)	(76, 38.75960779936131)	(78, 38.76328805885923)	(80, 38.7625026518773)	(82, 38.72956934029206)	(84, 38.70415755341173)	(86, 38.646777007925905)	(88, 38.634693112075134)	(90, 38.58321995934564)	(92, 38.55877393032459)	(94, 38.50861464614607)	(96, 38.48374768393831)	(98, 38.41986545260514)	(100, 38.39199466605706)	(102, 38.36056414686231)	(104, 38.34081546409222)	(106, 38.30469406819344)	(108, 38.234742155809684)	(110, 38.23721218292984)	(112, 38.19225764828627)	(114, 38.19737819055048)	(116, 38.11013690972024)	(118, 38.113108554697476)	(120, 38.09668371574514)	(122, 38.033811601525535)	(124, 38.013258041108614)	(126, 37.965212155250285)	(128, 37.904645443270226)	(130, 37.479057569628715)
80M_R1	(1, 39.51135744037059)	(2, 39.539301085886436)	(3, 39.51483579899737)	(4, 39.40107353365345)	(5, 39.48195461126927)	(6, 39.36122312779304)	(7, 39.2989871544106)	(8, 39.237921080340755)	(9, 39.3319043420561)	(10, 39.28625080613246)	(12, 39.3390794326744)	(14, 39.27515655935047)	(16, 39.25183261091746)	(18, 39.36497386618453)	(20, 39.308655745707796)	(22, 39.309642741009114)	(24, 39.352868401280624)	(26, 39.26113626960295)	(28, 39.24848611206051)	(30, 39.25090560483784)	(32, 39.28260510889882)	(34, 39.2577897325627)	(36, 39.23876798054076)	(38, 39.21680019396516)	(40, 39.21078210682602)	(42, 39.202740502363504)	(44, 39.19702026453069)	(46, 39.180310563581585)	(48, 39.14622617423114)	(50, 39.12053523292739)	(52, 39.10647928929495)	(54, 39.04549166591039)	(56, 39.068553039339434)	(58, 39.06110484543325)	(60, 39.03234198787466)	(62, 38.98712511622831)	(64, 38.94996657989293)	(66, 38.96155271806963)	(68, 38.93710718507772)	(70, 38.87041823776397)	(72, 38.892244280058186)	(74, 38.86482697559835)	(76, 38.83364919890951)	(78, 38.822789033113395)	(80, 38.80002046708613)	(82, 38.78840098402566)	(84, 38.75827844428904)	(86, 38.730913042786824)	(88, 38.710159961859695)	(90, 38.712203271444096)	(92, 38.69573103876832)	(94, 38.68177211794229)	(96, 38.61159090182961)	(98, 38.633898140982794)	(100, 38.62158130168454)	(102, 38.5866033967945)	(104, 38.58334685427372)	(106, 38.52649325854608)	(108, 38.54536037539128)	(110, 38.48500776322334)	(112, 38.499506152227696)	(114, 38.463880301906855)	(116, 38.436577803045346)	(118, 38.42391374897043)	(120, 38.43631900316947)	(122, 38.38974814716197)	(124, 38.39634514969901)	(126, 38.35924677156548)	(128, 38.33897292803612)	(130, 38.06919862239763)
80M_R2	(1, 39.62174035230525)	(2, 39.62820145545074)	(3, 39.60833712352427)	(4, 39.6230437322554)	(5, 39.6152872418819)	(6, 39.54604633357066)	(7, 39.53864439773771)	(8, 39.52152494517689)	(9, 39.49847332473633)	(10, 39.49901336705463)	(12, 39.51545669412475)	(14, 39.49102252876139)	(16, 39.44177431505856)	(18, 39.49871580693869)	(20, 39.47538975518575)	(22, 39.470893848983984)	(24, 39.45574329571774)	(26, 39.411617404202545)	(28, 39.41342353073078)	(30, 39.39835596456999)	(32, 39.35672323611947)	(34, 39.36460158828238)	(36, 39.33766494953086)	(38, 39.32170652152987)	(40, 39.29569795324463)	(42, 39.29119948806506)	(44, 39.26214686868667)	(46, 39.26539570333908)	(48, 39.23924605370778)	(50, 39.19989328735914)	(52, 39.142014594216114)	(54, 39.17277232918127)	(56, 39.15129114903365)	(58, 39.12437797485807)	(60, 39.10883836223147)	(62, 39.09170641883253)	(64, 39.025020687058884)	(66, 39.042788099669394)	(68, 38.99470330312942)	(70, 38.968030923528275)	(72, 38.90543998014027)	(74, 38.87557725985079)	(76, 38.833638209633676)	(78, 38.84280548235124)	(80, 38.84472506027859)	(82, 38.8135979418413)	(84, 38.790155147157535)	(86, 38.73393327144624)	(88, 38.725397511374716)	(90, 38.675034576029006)	(92, 38.652793566737)	(94, 38.60497042774092)	(96, 38.58205234215336)	(98, 38.51826431904331)	(100, 38.49221809237305)	(102, 38.46518521059605)	(104, 38.447144618733795)	(106, 38.41216777169362)	(108, 38.342977063314436)	(110, 38.34726240561086)	(112, 38.303308186139304)	(114, 38.31106983263494)	(116, 38.22201692386231)	(118, 38.23014971189446)	(120, 38.217165216604144)	(122, 38.154324543758406)	(124, 38.13640363091388)	(126, 38.08971918903586)	(128, 38.02973481857136)	(130, 37.60029526017766)
81M_R1	(1, 39.49728963437867)	(2, 39.525271624446)	(3, 39.500697725322624)	(4, 39.38457446225423)	(5, 39.464649305616334)	(6, 39.341299027083146)	(7, 39.27746555840392)	(8, 39.21283975046142)	(9, 39.31148739214541)	(10, 39.26444892562235)	(12, 39.31920501437531)	(14, 39.25501290338778)	(16, 39.232218037429405)	(18, 39.348665056108814)	(20, 39.29024803066333)	(22, 39.29110312492265)	(24, 39.33892684143031)	(26, 39.24785921626844)	(28, 39.23337206750507)	(30, 39.2336826760741)	(32, 39.26819975258174)	(34, 39.244688515830774)	(36, 39.226069892962)	(38, 39.205152015707995)	(40, 39.19815956602321)	(42, 39.19093378746258)	(44, 39.18718187118404)	(46, 39.16794095169578)	(48, 39.13333718192304)	(50, 39.10813826545531)	(52, 39.092851104338294)	(54, 39.0295809660028)	(56, 39.052783529611375)	(58, 39.0463190748554)	(60, 39.0162099725629)	(62, 38.97180184244536)	(64, 38.93296563973082)	(66, 38.94517578558154)	(68, 38.92050788805094)	(70, 38.85311214157699)	(72, 38.87570975019)	(74, 38.84784303212154)	(76, 38.81681887162652)	(78, 38.80486055339175)	(80, 38.78297077479762)	(82, 38.770776179389)	(84, 38.74026919295658)	(86, 38.711780433294805)	(88, 38.691041762709325)	(90, 38.69521382793157)	(92, 38.67765874777885)	(94, 38.6640325817782)	(96, 38.59207235182629)	(98, 38.615304692813)	(100, 38.60341571128853)	(102, 38.568710789188756)	(104, 38.56531520814316)	(106, 38.506759160548455)	(108, 38.52728165665997)	(110, 38.466078378879715)	(112, 38.482727470963795)	(114, 38.44702440178097)	(116, 38.42035101746911)	(118, 38.406742478318165)	(120, 38.42113757568922)	(122, 38.37455299776452)	(124, 38.38233297179417)	(126, 38.34421983662098)	(128, 38.3249765431026)	(130, 38.05999494219553)
81M_R2	(1, 39.60141093895396)	(2, 39.607874943045985)	(3, 39.58616169564448)	(4, 39.60154212987937)	(5, 39.59270570498414)	(6, 39.5184623159371)	(7, 39.51100845686409)	(8, 39.49515203560755)	(9, 39.46477804334216)	(10, 39.469087707233484)	(12, 39.48594356420992)	(14, 39.45924253109021)	(16, 39.40798443973077)	(18, 39.464742803461675)	(20, 39.445291704437096)	(22, 39.44806430618476)	(24, 39.429505431428076)	(26, 39.38625028488056)	(28, 39.38783825644077)	(30, 39.37129406631577)	(32, 39.33125865581636)	(34, 39.33753820582088)	(36, 39.30746537143033)	(38, 39.29455756346626)	(40, 39.26818197710736)	(42, 39.26268294238614)	(44, 39.23330597684286)	(46, 39.2354372547574)	(48, 39.208695743844586)	(50, 39.16753893382443)	(52, 39.10783424200301)	(54, 39.13952095658745)	(56, 39.117807508802855)	(58, 39.08813802628288)	(60, 39.07125398390694)	(62, 39.05328692458461)	(64, 38.98534156146067)	(66, 39.00410788023779)	(68, 38.953785250813254)	(70, 38.92491478253797)	(72, 38.86032373481527)	(74, 38.82894515645272)	(76, 38.78674383257311)	(78, 38.795315481967954)	(80, 38.79641194862682)	(82, 38.764416255330126)	(84, 38.74130224029703)	(86, 38.68246494966742)	(88, 38.67401151537278)	(90, 38.62229107889043)	(92, 38.59949494262075)	(94, 38.55001029094454)	(96, 38.52683711451806)	(98, 38.4635501969145)	(100, 38.43543089422646)	(102, 38.40732170808104)	(104, 38.38851235127037)	(106, 38.35478833109207)	(108, 38.28280077102652)	(110, 38.28754559202848)	(112, 38.242603827493)	(114, 38.252107274724125)	(116, 38.16200364013625)	(118, 38.170067276522076)	(120, 38.15625678446372)	(122, 38.09266508770327)	(124, 38.07435357974158)	(126, 38.02614978385237)	(128, 37.96540441681724)	(130, 37.53493758023327)
